id_odsp,date,season,league,country,home_team,away_team,odd_h,odd_d,odd_a,score_pre_80,score_ft,game_state_80,goal_diff_80,total_shots_pre_80,total_fouls_pre_80,total_yellow_cards_pre_80,total_sending_off_pre_80,total_corners_pre_80,total_corners_70_75,total_shots_70_75,total_fouls_70_75,total_corners_75_80,total_shots_75_80,total_fouls_75_80,total_corners_ft,league_england,league_spain,league_germany,league_italy,league_france,league_avg_corners,league_avg_home_corners,league_avg_away_corners,league_avg_post80_corners,league_avg_post80_home_corners,league_avg_post80_away_corners,corner_diff,is_home_trailing,trailing_team,trailing_team_corners,trailing_team_corner_diff,leading_team_corner_diff,trailing_team_corners_70_75,leading_team_corners_70_75,trailing_team_corners_75_80,leading_team_corners_75_80,leading_team_corners_against_avg,trailing_team_corners_for_avg,trailing_team_corners_ft,leading_team_corners_ft,trailing_team_corners_pre80,leading_team_corners_pre80,trailing_team_fouls_70_75,leading_team_fouls_70_75,trailing_team_fouls_75_80,leading_team_fouls_75_80,trailing_team_fouls_ft,leading_team_fouls_ft,trailing_team_fouls_pre80,leading_team_fouls_pre80,leading_team_post80_corners_against_avg,trailing_team_post80_corners_for_avg,trailing_team_sending_off_70_75,leading_team_sending_off_70_75,trailing_team_sending_off_75_80,leading_team_sending_off_75_80,trailing_team_sending_off_ft,leading_team_sending_off_ft,trailing_team_sending_off_pre80,leading_team_sending_off_pre80,trailing_team_shots_70_75,leading_team_shots_70_75,trailing_team_shots_75_80,leading_team_shots_75_80,trailing_team_shots_ft,leading_team_shots_ft,trailing_team_shots_off_target_70_75,leading_team_shots_off_target_70_75,trailing_team_shots_off_target_75_80,leading_team_shots_off_target_75_80,trailing_team_shots_off_target_ft,leading_team_shots_off_target_ft,trailing_team_shots_off_target_pre80,leading_team_shots_off_target_pre80,trailing_team_shots_on_target_70_75,leading_team_shots_on_target_70_75,trailing_team_shots_on_target_75_80,leading_team_shots_on_target_75_80,trailing_team_shots_on_target_ft,leading_team_shots_on_target_ft,trailing_team_shots_on_target_pre80,leading_team_shots_on_target_pre80,trailing_team_shots_pre80,leading_team_shots_pre80,trailing_team_yellow_cards_70_75,leading_team_yellow_cards_70_75,trailing_team_yellow_cards_75_80,leading_team_yellow_cards_75_80,trailing_team_yellow_cards_ft,leading_team_yellow_cards_ft,trailing_team_yellow_cards_pre80,leading_team_yellow_cards_pre80,odds_ratio,trailing_team_urgency_to_attack,leading_team_urgency_to_attack,trailing_team_momentum_to_attack,leading_team_momentum_to_attack,trailing_team_attack_intensity,leading_team_attack_intensity,trailing_team_defensive_pressure,leading_team_defensive_pressure,trailing_team_shot_to_corner_ratio_pre_80,leading_team_shot_to_corner_ratio_pre_80,trailing_team_aggression_score_pre_80,leading_team_aggression_score_pre_80,trailing_team_probability,target
no6f66uO/,2016-08-21,2017,I1,italy,Atalanta,Lazio,3.1,3.3,2.78,2-3,3-4,a,-1,25,17,3,0,7,1,0,1,0,1,1,9,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,2,1.0,home,1.0,1,1,1,0,0,0,5.747,5.747,7,2,6,1,0,1,0,1,5,14,4,13,0.829,0.829,0,0,0,0,0,0,0,0,0,0,1,0,18,11,0,0,1,0,13,5,11,5,0,0,0,0,5,6,4,5,15,10,0,0,0,0,2,2,2,1,1.115,0.323,0.36,0.0,0.0,1,0,0,0,2.5,10.0,0.4,1.4,32.258,1
0AHK109L/,2016-08-22,2017,SP1,spain,Valencia,Las Palmas,1.79,4.4,5.5,2-3,2-4,a,-1,16,25,3,0,11,0,0,3,0,0,1,13,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,2,1.0,home,2.0,2,0,0,0,0,0,5.982,5.982,12,1,10,1,2,1,1,0,12,18,11,14,0.831,0.831,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,0,0,0,9,2,4,1,0,0,0,0,8,4,8,3,12,4,1,0,0,0,2,2,2,1,0.325,0.559,0.182,0.0,0.0,0,0,-1,-1,1.2,4.0,1.083,3.75,55.866,1
zBATtaXe/,2016-08-22,2017,SP1,spain,Celta Vigo,Leganes,1.71,4.3,6.4,0-1,0-1,a,-1,23,14,3,0,10,1,0,0,0,1,1,12,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,2,1.0,home,2.0,2,0,0,1,0,0,5.982,5.982,8,4,6,4,0,0,0,1,4,13,4,10,0.831,0.831,0,0,0,0,0,1,0,0,0,0,0,1,10,15,0,0,0,0,8,9,7,9,0,0,0,1,2,6,2,5,9,14,0,0,0,0,4,1,2,1,0.267,0.585,0.156,0.0,0.0,0,1,0,1,1.5,3.5,0.667,0.786,58.48,1
QBF75cSn/,2016-08-26,2017,SP1,spain,Espanyol,Malaga,2.42,3.38,3.62,2-1,2-2,h,1,13,31,4,0,5,1,1,3,0,1,1,7,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,2,0.0,away,2.0,2,0,1,0,0,0,4.514,4.514,4,3,2,3,1,2,0,1,17,19,15,16,0.66,0.66,0,0,0,0,0,0,0,0,1,0,0,1,9,7,1,0,0,1,6,5,5,5,0,0,0,0,3,2,1,2,6,7,0,0,0,0,4,2,3,1,1.496,0.276,0.413,-0.552,0.413,0,1,-1,-1,3.0,2.333,3.0,2.429,27.624,1
67noldcC/,2016-08-27,2017,SP1,spain,Osasuna,Real Sociedad,3.26,3.3,2.65,0-1,0-2,a,-1,8,24,3,0,8,0,0,2,0,1,0,11,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,3,1.0,home,3.0,3,0,0,0,0,0,5.982,5.982,10,1,7,1,1,1,0,0,13,13,12,12,0.831,0.831,0,0,0,0,0,0,0,0,0,0,0,1,9,6,0,0,0,0,6,1,4,1,0,0,0,1,3,5,0,3,4,4,0,0,0,0,2,1,2,1,1.23,0.307,0.377,0.0,0.377,0,1,-1,-1,0.571,4.0,3.5,3.25,30.675,1
ETFU8YjU/,2016-08-27,2017,F1,france,Dijon FCO,Lyon,5.3,3.8,1.83,3-2,4-2,h,1,29,15,4,0,11,1,1,1,0,0,1,12,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,1,0.0,away,0.0,0,1,0,1,0,0,4.06,4.06,10,2,10,1,1,0,1,0,8,10,5,10,1.313,0.313,0,0,0,0,0,0,0,0,0,1,0,0,25,8,0,0,0,0,17,3,16,3,0,1,0,0,8,5,7,3,23,6,1,0,0,0,2,2,2,2,0.345,0.546,0.189,0.0,-0.378,0,0,0,0,2.3,6.0,0.304,2.0,54.645,0
GpIke7TP/,2016-08-27,2017,E0,england,Leicester City,Swansea,1.75,4.2,5.9,2-1,2-1,h,1,20,20,4,0,8,1,3,1,0,0,2,10,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,2,0.0,away,2.0,2,0,1,0,0,0,5.851,4.351,6,4,4,4,0,1,1,1,8,13,7,13,1.36,0.36,0,0,0,0,0,0,0,0,2,1,0,0,9,13,2,1,0,0,6,7,6,6,0,0,0,0,3,6,3,5,9,11,0,0,0,0,2,2,2,2,3.371,0.169,0.571,-0.507,-0.571,0,0,1,0,2.25,2.75,1.0,1.364,16.949,1
IoG36wDt/,2016-08-27,2017,SP1,spain,Eibar,Valencia,2.92,3.4,2.8,1-0,1-0,h,1,26,19,4,0,14,0,1,2,0,0,2,16,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,2,0.0,away,0.0,0,2,0,0,0,0,4.514,4.514,10,6,10,4,0,2,1,1,9,13,9,10,0.66,0.66,0,0,0,0,0,0,0,0,1,0,0,0,14,14,0,0,0,0,11,8,10,8,1,0,0,0,3,6,2,6,12,14,0,1,0,0,2,2,2,2,0.959,0.357,0.342,-0.357,0.0,0,0,1,-1,1.2,3.5,0.917,0.857,35.714,0
MaYdE3Xp/,2016-08-27,2017,I1,italy,Napoli,AC Milan,1.67,4.2,7.0,3-2,4-2,h,1,28,22,6,1,12,1,1,0,1,0,1,13,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,1,0.0,away,0.0,0,1,1,0,0,1,4.54,4.54,4,9,4,8,0,0,1,0,15,13,12,10,0.688,0.688,0,0,1,0,2,0,1,0,0,1,0,0,12,17,0,0,0,0,9,9,9,9,0,1,0,0,3,8,3,7,12,16,0,1,1,0,5,5,4,2,4.192,0.143,0.599,-0.143,0.0,0,1,1,0,3.0,2.0,1.333,0.75,14.286,0
Q1A6B1c2/,2016-08-27,2017,E0,england,Southampton,Sunderland,1.52,4.8,7.95,0-1,1-1,a,-1,15,19,3,0,6,1,1,0,0,1,0,10,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,4,1.0,home,2.0,2,2,1,0,0,0,7.437,5.937,5,5,3,3,0,0,0,0,14,8,13,6,1.933,1.433,0,0,0,0,0,0,0,0,1,0,0,1,16,5,0,0,0,1,9,3,5,3,1,0,0,0,7,2,5,2,10,5,0,0,0,0,2,2,2,1,0.191,0.658,0.126,-1.316,0.126,0,1,0,0,3.333,1.667,1.5,1.4,65.789,1
WbarSeih/,2016-08-27,2017,F1,france,Metz,Angers,2.78,3.1,3.25,1-0,2-0,h,1,22,14,2,0,13,0,0,0,0,0,0,14,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,1,0.0,away,1.0,1,0,0,0,0,0,4.56,3.06,9,5,8,5,0,0,0,0,9,9,6,8,0.813,0.313,0,0,0,0,0,0,0,0,0,0,0,0,23,7,0,0,0,0,16,5,9,5,0,0,0,0,7,2,7,1,16,6,0,0,0,0,2,2,1,1,1.169,0.308,0.36,0.0,0.0,0,0,0,0,2.0,1.2,0.438,1.5,30.769,1
Y1fgE1gD/,2016-08-27,2017,D1,germany,Eintracht Frankfurt,Schalke 04,3.66,3.63,2.34,1-0,1-0,h,1,14,18,1,0,10,0,0,2,0,0,0,12,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,2,0.0,away,1.0,1,1,0,0,0,0,4.194,4.194,5,7,4,6,1,1,0,0,12,10,10,8,0.585,0.585,0,0,0,-1,0,1,0,0,0,0,0,0,11,11,0,0,0,0,8,7,4,6,0,0,0,0,3,4,1,3,5,9,0,0,0,0,2,2,1,0,0.639,0.427,0.273,0.0,0.0,0,0,-1,-1,1.25,1.5,2.2,0.889,42.735,1
bmfQVVrH/,2016-08-27,2017,E0,england,Crystal Palace,Bournemouth,2.4,3.38,3.75,0-1,1-1,a,-1,28,21,3,0,13,0,0,1,0,1,1,14,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,1,1.0,home,1.0,1,0,0,0,0,0,3.437,4.437,10,4,9,4,1,0,0,1,14,8,13,8,0.433,0.933,0,0,0,0,0,0,0,0,0,0,1,0,24,10,0,0,1,0,20,7,17,6,0,0,0,0,4,3,2,3,19,9,0,0,0,0,2,1,2,1,0.64,0.417,0.267,0.417,0.0,1,0,-1,1,2.111,2.25,0.789,1.0,41.667,1
l6Qrx7Pi/,2016-08-27,2017,I1,italy,Lazio,Juventus,4.6,3.38,2.16,0-1,0-1,a,-1,15,18,3,0,4,0,1,0,-1,0,0,6,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,2,1.0,home,1.0,1,1,0,0,-1,0,5.747,5.747,4,2,3,1,0,0,0,0,15,5,13,5,0.829,0.829,0,0,0,0,0,0,0,0,0,1,0,0,6,13,0,1,0,0,5,8,4,7,0,0,0,0,1,5,0,4,4,11,0,0,0,0,1,2,1,2,2.13,0.217,0.463,-0.217,-0.463,-1,0,0,0,1.333,11.0,3.5,0.636,21.739,1
lzAwTyxn/,2016-08-27,2017,F1,france,Caen,Bastia,2.36,3.16,4.1,1-0,2-0,h,1,19,25,4,0,6,1,0,1,1,2,2,7,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,1,0.0,away,1.0,1,0,0,1,0,1,3.06,4.56,2,5,1,5,0,1,1,1,16,14,11,14,0.813,0.313,0,0,0,0,0,0,0,0,0,0,0,2,5,17,0,0,0,2,4,13,4,11,0,0,0,0,1,4,1,3,5,14,0,0,0,0,5,1,3,1,1.737,0.244,0.424,0.0,0.848,0,3,1,0,5.0,2.8,2.8,1.071,24.39,1
ptOBWr9s/,2016-08-27,2017,D1,germany,Borussia Dortmund,Mainz,1.35,6.6,11.0,1-0,2-1,h,1,26,22,2,0,9,0,0,0,1,0,2,9,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,0,0.0,away,0.0,0,0,0,0,0,1,4.194,4.194,2,7,2,7,0,0,1,1,19,3,19,3,0.585,0.585,0,0,0,0,0,0,0,0,0,0,0,0,12,17,0,0,0,0,8,9,8,8,0,0,0,0,4,8,3,7,11,15,0,0,0,0,3,0,2,0,8.148,0.091,0.741,0.0,0.741,0,1,1,1,5.5,2.143,1.909,0.2,9.091,0
rXypyP0Q/,2016-08-27,2017,D1,germany,FC Augsburg,VfL Wolfsburg,3.01,3.5,2.62,0-1,0-2,a,-1,20,25,3,0,4,0,1,1,0,2,1,5,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,1,1.0,home,0.0,0,1,0,0,0,0,5.308,5.308,2,3,2,2,0,1,1,0,15,16,12,13,0.718,0.718,0,0,0,0,0,0,0,0,0,1,1,1,13,12,0,0,1,1,11,6,11,3,0,1,0,0,2,6,1,5,12,8,0,0,0,0,1,2,1,2,1.149,0.332,0.382,0.332,0.0,1,1,1,-1,6.0,4.0,1.083,1.875,33.223,0
vo8fE3Dq/,2016-08-27,2017,E0,england,Everton,Stoke City,1.75,4.3,5.75,1-0,1-0,h,1,26,19,2,0,10,0,1,0,0,2,0,11,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,1,0.0,away,1.0,1,0,0,0,0,0,5.351,5.351,2,9,1,9,0,0,0,0,10,13,7,12,1.86,0.36,0,0,0,0,0,0,0,0,0,1,1,1,8,22,0,0,1,0,7,14,6,12,0,1,0,1,1,8,1,7,7,19,0,0,0,0,1,2,1,1,3.286,0.174,0.571,0.174,0.0,1,1,0,0,7.0,2.111,1.143,0.684,17.391,1
0lWTK5fH/,2016-08-28,2017,I1,italy,Cagliari,AS Roma,5.6,4.3,1.71,1-2,2-2,a,-1,33,24,4,0,5,0,2,1,1,4,1,7,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,2,1.0,home,0.0,0,2,0,0,1,0,5.747,5.747,4,3,4,1,1,0,0,1,18,9,15,9,0.829,0.829,0,0,0,0,0,0,0,0,0,2,2,2,18,21,0,2,1,0,13,14,12,10,0,0,1,2,5,7,4,7,16,17,0,0,0,0,3,1,3,1,3.275,0.179,0.585,0.537,0.0,3,2,-1,1,4.0,17.0,1.125,0.588,17.857,0
KjnVIqPT/,2016-08-28,2017,I1,italy,Udinese,Empoli,2.12,3.45,4.1,1-0,2-0,h,1,20,25,4,1,8,0,0,1,0,0,2,9,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,1,0.0,away,0.0,0,1,0,0,0,0,4.54,4.54,5,4,5,3,1,0,1,1,19,12,15,10,0.688,0.688,1,0,0,0,1,0,1,0,0,0,0,0,13,11,0,0,0,0,9,8,9,5,0,0,0,0,4,3,4,2,13,7,0,0,0,1,3,3,2,2,1.934,0.244,0.472,0.0,0.0,0,0,0,1,2.6,2.333,1.308,1.714,24.39,0
bq2tH39f/,2016-08-28,2017,D1,germany,Hertha Berlin,SC Freiburg,2.09,3.6,4.35,1-0,2-1,h,1,16,16,1,0,5,0,1,1,0,0,0,7,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,2,0.0,away,1.0,1,1,0,0,0,0,4.194,4.194,2,5,1,4,0,1,0,0,10,10,8,8,0.585,0.585,0,0,0,0,0,0,0,0,1,0,0,0,8,15,1,0,0,0,6,10,5,6,0,0,0,0,2,5,1,4,6,10,0,0,0,0,3,0,1,0,2.081,0.23,0.478,-0.23,0.0,0,0,0,-1,6.0,2.5,1.5,0.8,22.989,1
nBB2Csrd/,2016-08-28,2017,E0,england,Manchester City,West Ham,1.3,7.0,14.0,2-1,3-1,h,1,22,13,4,0,8,0,0,0,0,1,0,9,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,1,0.0,away,1.0,1,0,0,0,0,0,5.351,2.851,4,5,3,5,0,0,0,0,10,4,10,3,1.36,0.36,0,0,0,0,0,0,0,0,0,0,0,1,9,22,0,0,0,1,7,17,5,13,0,0,0,0,2,5,2,2,7,15,0,0,0,0,3,1,3,1,10.769,0.071,0.769,0.0,0.769,0,1,0,0,2.333,3.0,1.857,0.267,7.143,1
nR3G3yca/,2016-08-28,2017,SP1,spain,Athletic Bilbao,Barcelona,6.6,4.62,1.6,0-1,0-1,a,-1,18,19,7,0,7,0,0,1,0,0,1,8,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,1,1.0,home,1.0,1,0,0,0,0,0,5.982,5.982,4,4,3,4,1,0,1,0,16,11,13,6,0.831,0.831,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,5,10,4,8,0,0,0,0,4,2,4,2,8,10,0,0,0,0,5,4,3,4,4.125,0.152,0.625,0.0,0.0,0,0,0,0,2.667,2.5,2.0,1.0,15.152,1
plODCGi5/,2016-08-28,2017,F1,france,Bordeaux,Nantes,2.21,3.2,4.34,1-0,1-0,h,1,22,25,2,0,11,1,2,0,2,0,0,12,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,1,0.0,away,1.0,1,0,1,0,2,0,5.06,4.06,8,4,7,4,0,0,0,0,16,15,14,11,1.313,1.313,0,0,0,0,0,0,0,0,2,0,0,0,16,10,0,0,0,0,10,4,7,4,2,0,0,0,6,6,5,6,12,10,0,0,0,0,1,2,1,1,1.964,0.23,0.452,-0.23,0.0,2,0,0,0,1.714,2.5,1.25,1.2,23.041,1
vuVXJP9N/,2016-08-28,2017,I1,italy,Sampdoria,Atalanta,2.6,3.36,3.2,2-1,2-1,h,1,13,19,4,1,3,0,0,0,0,0,1,4,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,1,0.0,away,0.0,0,1,0,0,0,0,4.54,4.54,1,3,1,2,0,0,0,1,14,13,9,10,0.688,0.688,0,0,0,0,1,0,1,0,0,0,0,0,7,8,0,0,0,0,6,4,5,4,0,0,0,0,1,4,1,3,6,7,0,0,0,0,5,1,4,0,1.231,0.312,0.385,0.0,0.0,0,0,0,1,6.0,3.5,2.167,1.429,31.25,0
z3MvwmAo/,2016-08-28,2017,I1,italy,Fiorentina,Chievo Verona,1.7,3.85,6.6,1-0,1-0,h,1,19,21,2,0,6,0,1,0,0,0,1,8,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,2,0.0,away,2.0,2,0,0,0,0,0,4.54,4.54,4,4,2,4,0,0,1,0,15,8,14,7,0.688,0.688,0,0,0,0,0,0,0,0,1,0,0,0,9,13,1,0,0,0,7,10,4,10,0,0,0,0,2,3,2,3,6,13,0,0,0,0,2,0,2,0,3.882,0.152,0.588,-0.152,0.0,0,0,1,0,3.0,3.25,2.667,0.538,15.152,1
0viaODjH/,2016-09-09,2017,F1,france,Paris Saint-Germain,St Etienne,1.39,5.4,11.0,1-0,1-1,h,1,13,17,6,0,1,0,0,1,0,0,1,5,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,4,0.0,away,0.0,0,4,0,0,0,0,3.06,5.06,1,4,1,0,0,1,1,0,12,10,10,7,0.313,1.313,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,0,0,3,11,3,6,0,0,0,0,2,4,1,3,4,9,0,1,0,0,4,2,4,2,7.914,0.091,0.719,0.0,0.0,0,0,1,-1,4.0,inf,3.5,1.0,9.091,0
AkbnRF6b/,2016-09-10,2017,F1,france,Lorient,AS Nancy Lorraine,2.6,3.25,3.4,0-1,0-2,a,-1,14,21,3,0,10,0,0,0,1,0,2,11,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,1,1.0,home,1.0,1,0,0,0,1,0,4.18,3.68,8,3,7,3,0,0,0,2,11,18,7,14,0.384,0.884,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,7,4,6,4,0,0,0,0,2,3,2,2,8,6,0,0,0,0,0,5,0,3,0.765,0.385,0.294,0.385,0.0,1,0,0,2,1.143,2.0,0.875,2.833,38.462,1
ENxaHioL/,2016-09-10,2017,E0,england,Bournemouth,West Brom,2.19,3.3,4.2,1-0,1-0,h,1,23,13,2,0,14,0,0,0,0,1,0,15,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,1,0.0,away,0.0,0,1,0,0,0,0,3.351,5.351,5,10,5,9,0,0,0,0,11,8,7,6,0.36,1.36,0,0,0,0,0,0,0,0,0,0,0,1,12,12,0,0,0,0,10,7,10,6,0,0,0,1,2,5,2,5,12,11,0,1,0,0,3,1,1,1,1.918,0.238,0.457,0.0,0.457,0,1,0,0,2.4,1.222,0.667,0.636,23.81,0
IZLJRnc9/,2016-09-10,2017,F1,france,Lyon,Bordeaux,1.68,4.31,5.95,1-2,1-3,a,-1,14,19,2,1,5,0,1,3,0,1,0,8,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,3,1.0,home,1.0,1,2,0,0,0,0,4.18,8.68,4,4,3,2,3,0,0,0,13,7,13,6,0.384,0.884,0,0,0,0,1,0,1,0,0,1,1,0,11,10,0,0,1,0,7,4,4,3,0,1,0,0,4,6,4,3,8,6,0,0,0,0,2,1,1,1,0.282,0.595,0.168,0.595,-0.168,1,0,-3,0,2.667,3.0,1.75,1.167,59.524,1
OdCr9Th1/,2016-09-10,2017,E0,england,Middlesbrough,Crystal Palace,2.45,3.3,3.55,1-2,1-2,a,-1,17,12,1,0,12,0,0,1,1,1,0,12,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,0,1.0,home,0.0,0,0,0,0,1,0,8.437,7.437,6,6,6,6,0,1,0,0,5,8,5,7,0.433,0.433,0,0,0,0,0,0,0,0,0,0,1,0,12,11,0,0,1,0,8,7,5,6,0,0,0,0,4,4,3,3,8,9,0,0,0,0,1,2,1,0,0.69,0.408,0.282,0.816,0.0,2,0,0,-1,1.333,1.5,0.75,0.778,40.816,0
Y7JVBV8r/,2016-09-10,2017,E0,england,Burnley,Hull,2.65,3.2,3.3,1-0,1-1,h,1,19,10,1,0,13,0,1,0,1,1,1,14,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,1,0.0,away,1.0,1,0,0,0,1,0,6.901,3.851,9,5,8,5,0,0,0,1,3,13,1,9,0.907,0.36,0,0,0,0,0,0,0,0,0,1,1,0,11,13,0,0,1,0,8,11,5,10,0,1,0,0,3,2,2,2,7,12,0,0,0,0,0,2,0,1,1.245,0.303,0.377,0.606,-0.377,2,0,0,1,0.875,2.4,0.143,0.833,30.303,1
bedBxIwn/,2016-09-10,2017,SP1,spain,Barcelona,Alaves,1.1,14.5,36.0,1-2,1-2,a,-1,17,21,2,0,10,0,1,1,0,0,0,13,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,3,1.0,home,3.0,3,0,0,0,0,0,12.991,7.991,13,0,10,0,0,1,0,0,11,11,11,10,2.415,1.915,0,0,0,0,0,0,0,0,1,0,0,0,16,5,1,0,0,0,14,1,10,1,0,0,0,0,2,4,2,4,12,5,0,1,0,0,1,1,1,1,0.031,0.909,0.028,-0.909,0.0,0,0,0,-1,1.2,inf,1.0,2.2,90.909,1
df48IEhU/,2016-09-10,2017,SP1,spain,Sevilla,Las Palmas,1.65,4.8,7.0,0-1,2-1,a,-1,18,21,5,0,10,2,1,0,0,2,1,11,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,1,1.0,home,1.0,1,0,2,0,0,0,8.991,6.991,10,1,9,1,0,0,1,0,14,12,13,8,1.415,0.415,0,0,0,0,0,1,0,0,1,0,1,1,16,7,1,0,1,0,9,3,9,3,0,0,0,1,7,4,2,4,11,7,0,0,0,0,2,5,2,3,0.236,0.606,0.143,-1.212,0.143,1,1,1,0,1.222,7.0,1.364,1.571,60.606,1
tYMwA9we/,2016-09-10,2017,E0,england,Manchester Utd,Manchester City,2.47,3.34,3.66,1-2,1-2,a,-1,27,17,4,0,7,5,3,0,0,2,2,8,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,1,1.0,home,1.0,1,0,2,3,0,0,6.437,4.937,4,4,3,4,0,0,2,0,14,10,11,6,0.433,0.433,0,0,0,0,0,0,0,0,0,3,0,2,14,18,0,0,0,2,12,12,10,9,0,3,0,0,2,6,2,6,12,15,0,0,0,0,4,2,3,1,0.675,0.405,0.273,-0.81,-1.092,0,2,2,0,4.0,3.75,1.167,0.467,40.486,1
vH2lp2ws/,2016-09-10,2017,D1,germany,FC Ingolstadt 04,Hertha Berlin,2.47,3.25,3.54,0-1,0-2,a,-1,16,25,3,0,7,2,2,1,0,0,2,7,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,0,1.0,home,0.0,0,0,2,0,0,0,5.308,5.308,6,1,6,1,0,1,0,2,13,18,9,16,0.718,0.718,0,0,0,0,0,0,0,0,1,1,0,0,12,7,1,0,0,0,7,1,5,1,0,1,0,0,5,6,5,5,10,6,0,1,0,0,3,1,2,1,0.698,0.405,0.282,-1.215,-0.282,0,0,0,1,1.667,6.0,1.1,2.833,40.486,0
6LaJzd8b/,2016-09-11,2017,SP1,spain,Sporting Gijon,Leganes,2.67,3.21,3.5,2-1,2-1,h,1,12,21,2,0,6,0,1,1,0,0,1,8,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,2,0.0,away,2.0,2,0,0,0,0,0,4.757,4.257,5,3,3,3,1,0,0,1,14,11,13,8,0.33,0.33,0,0,0,0,0,0,0,0,0,1,0,0,9,7,0,0,0,0,7,3,4,3,0,1,0,0,2,4,1,4,5,7,1,0,0,0,2,0,2,0,1.311,0.286,0.375,0.0,-0.375,0,0,-1,1,1.667,2.333,3.0,1.143,28.571,1
6TXZQvwJ/,2016-09-11,2017,D1,germany,Mainz,TSG Hoffenheim,2.14,3.78,4.0,4-3,4-4,h,1,27,26,3,1,10,1,3,0,0,1,0,13,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,3,0.0,away,1.0,1,2,1,0,0,0,4.194,4.194,5,8,4,6,0,0,0,0,13,19,9,17,0.585,0.585,0,0,0,0,0,1,0,1,3,0,1,0,20,12,1,0,0,0,15,6,14,4,2,0,1,0,5,6,4,5,18,9,0,0,0,0,3,1,2,1,1.869,0.25,0.467,-0.75,0.0,1,0,0,0,4.5,1.5,0.611,2.0,25.0,1
I354JfwO/,2016-09-11,2017,SP1,spain,Deportivo La Coruna,Athletic Bilbao,3.74,3.4,2.26,0-1,0-1,a,-1,18,21,4,0,13,1,0,1,1,1,0,13,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,0,1.0,home,0.0,0,0,1,0,1,0,3.991,3.491,7,6,7,6,0,1,0,0,13,15,10,11,0.415,0.415,0,0,0,0,0,0,0,0,0,0,1,0,16,7,0,0,1,0,13,5,10,4,0,0,0,0,3,2,2,2,12,6,1,1,0,0,2,3,1,3,1.655,0.267,0.442,0.267,0.0,2,0,0,-1,1.714,1.0,0.917,2.333,26.738,0
