id_odsp,date,season,league,country,home_team,away_team,odd_h,odd_d,odd_a,score_pre_80,score_ft,game_state_80,goal_diff_80,home_shots_pre80,away_shots_pre80,home_shots_on_target_pre80,away_shots_on_target_pre80,home_shots_off_target_pre80,away_shots_off_target_pre80,home_yellow_cards_pre80,away_yellow_cards_pre80,home_sending_off_pre80,away_sending_off_pre80,home_fouls_pre80,away_fouls_pre80,home_corners_pre80,away_corners_pre80,total_shots_pre_80,total_fouls_pre_80,total_yellow_cards_pre_80,total_sending_off_pre_80,total_corners_pre_80,total_corners_70_75,total_shots_70_75,total_fouls_70_75,total_corners_75_80,total_shots_75_80,total_fouls_75_80,home_shots_ft,away_shots_ft,home_shots_on_target_ft,away_shots_on_target_ft,home_shots_off_target_ft,away_shots_off_target_ft,home_yellow_cards_ft,away_yellow_cards_ft,home_sending_off_ft,away_sending_off_ft,home_fouls_ft,away_fouls_ft,home_corners_ft,away_corners_ft,total_corners_ft,home_shots_70_75,away_shots_70_75,home_shots_on_target_70_75,away_shots_on_target_70_75,home_shots_off_target_70_75,away_shots_off_target_70_75,home_yellow_cards_70_75,away_yellow_cards_70_75,home_sending_off_70_75,away_sending_off_70_75,home_fouls_70_75,away_fouls_70_75,home_corners_70_75,away_corners_70_75,home_shots_75_80,away_shots_75_80,home_shots_on_target_75_80,away_shots_on_target_75_80,home_shots_off_target_75_80,away_shots_off_target_75_80,home_yellow_cards_75_80,away_yellow_cards_75_80,home_sending_off_75_80,away_sending_off_75_80,home_fouls_75_80,away_fouls_75_80,home_corners_75_80,away_corners_75_80,home_corner_diff,away_corner_diff,league_england,league_spain,league_germany,league_italy,league_france,league_avg_corners,league_avg_home_corners,league_avg_away_corners,league_avg_post80_corners,league_avg_post80_home_corners,league_avg_post80_away_corners,corner_diff,is_home_trailing,trailing_team,trailing_team_corners,home_games,home_corners_for_avg,home_corners_against_avg,home_post80_corners_for_avg,home_post80_corners_against_avg,away_games,away_corners_for_avg,away_corners_against_avg,away_post80_corners_for_avg,away_post80_corners_against_avg,game_state_80_h,game_state_80_a,game_state_80_d,abs_goal_diff_80,close_game_80,goal_diff_squared_80,odds_ratio,shot_to_corner_ratio_pre_80,team_aggression_score_pre_80,home_urgency_to_attack,away_urgency_to_attack,home_momentum_to_attack,away_momentum_to_attack,attack_intensity,defensive_pressure,trailing_team_probability,target
rcyPusnT/,2016-12-10,2017,E0,england,Leicester City,Manchester City,5.2,4.25,1.79,4-0,4-2,h,4,10,13,6,0,4,13,2,1,0,0,7,6,3,10,23,13,3,0,13,0,0,0,0,1,0,10,19,6,4,4,15,3,1,0,0,10,7,3,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,1,,,,7.0,4.359,5.213,0.233,0.84,7.0,5.963,3.859,0.215,0.233,1,0,0,4,0,16,2.905,1.769,0.696,0.0,0.0,0.0,0.0,0,0,55.866,1
v3qN3eSG/,2016-12-10,2017,F1,france,Bordeaux,AS Monaco,3.8,3.46,2.23,0-4,0-4,a,-4,8,12,2,6,6,6,3,0,1,0,9,14,9,7,20,23,3,1,16,1,0,1,1,0,0,9,16,2,6,7,10,3,1,1,0,9,15,9,9,18,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,2,,,,8.0,4.373,5.347,0.641,1.069,8.0,4.013,5.595,0.625,0.863,0,1,0,4,0,16,1.704,1.25,1.3,0.0,0.0,0.0,-0.0,0,-1,44.843,1
vHKpbZbg/,2016-12-10,2017,SP1,spain,Real Madrid,Deportivo La Coruna,1.24,7.6,16.5,1-2,3-2,a,-1,13,4,2,2,11,2,1,3,0,0,12,11,8,2,17,23,4,0,10,0,0,0,0,0,0,17,4,5,2,12,2,3,4,0,0,14,15,10,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,3,1.0,home,2.0,7.0,6.998,4.189,1.229,0.583,7.0,3.564,6.748,0.833,1.104,0,1,0,1,1,1,0.075,1.7,1.588,0.806,0.0,0.0,0.0,0,0,80.645,1
0CpJ4yDA/,2016-12-11,2017,F1,france,St Etienne,Guingamp,2.18,3.22,4.4,1-0,1-0,h,1,7,14,2,7,5,7,0,2,0,0,12,11,4,2,21,23,2,0,6,0,1,1,0,1,0,7,18,2,8,5,10,0,2,0,0,12,13,4,4,8,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,2,0.0,away,2.0,8.0,4.595,4.569,0.974,0.403,8.0,2.569,6.373,0.403,0.863,1,0,0,1,1,1,0.495,3.5,1.19,0.0,0.227,0.0,0.0,1,-1,22.727,1
2HzY9q9B/,2016-12-11,2017,I1,italy,Torino,Juventus,4.85,3.57,1.94,1-1,1-3,d,0,9,12,2,4,7,8,1,2,0,0,18,16,4,3,21,34,3,0,7,2,2,2,1,1,0,9,17,2,8,7,9,1,2,0,0,23,19,4,3,7,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,0,,,,7.0,6.468,5.693,0.854,1.836,7.0,5.693,3.968,0.836,0.604,0,0,1,0,1,0,2.5,3.0,1.762,0.286,0.714,-0.286,-0.714,0,-2,51.546,0
6TB1fibI/,2016-12-11,2017,SP1,spain,Celta Vigo,Sevilla,2.8,3.64,2.71,0-1,0-3,a,-1,13,12,6,3,7,9,1,3,0,0,9,12,4,6,25,21,4,0,10,1,2,0,0,0,2,14,14,6,5,8,9,3,3,0,0,10,13,4,6,10,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,0,1.0,home,0.0,7.0,5.498,3.189,0.854,0.458,7.0,5.064,4.248,1.083,0.229,0,1,0,1,1,1,1.033,2.5,1.0,0.357,0.0,-1.071,0.0,0,2,35.714,0
8G25iygp/,2016-12-11,2017,I1,italy,Atalanta,Udinese,1.8,3.7,5.9,1-2,1-3,a,-1,15,4,6,2,9,2,1,1,0,0,8,11,9,0,19,19,2,0,9,1,1,0,0,0,0,18,6,8,3,10,3,1,2,0,0,10,12,11,0,11,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,2,1.0,home,2.0,7.0,5.593,4.568,0.854,1.086,7.0,5.318,5.343,1.211,0.354,0,1,0,1,1,1,0.305,2.111,1.105,0.556,0.0,-0.556,-0.0,0,0,55.556,1
A3LgomCk/,2016-12-11,2017,F1,france,Lyon,Stade Rennes,1.56,4.52,7.5,1-0,1-0,h,1,4,13,3,5,1,8,2,0,0,1,14,13,1,6,17,27,2,1,7,0,1,4,0,1,2,5,13,4,5,1,8,3,0,0,1,16,14,4,6,10,0,1,0,0,0,1,0,0,0,1,1,3,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,3,0.0,away,0.0,7.0,7.795,4.39,0.846,0.578,7.0,3.515,4.67,0.703,0.596,1,0,0,1,1,1,0.208,2.429,1.706,0.0,0.133,0.0,-0.133,1,-2,13.333,1
E72GgqVC/,2016-12-11,2017,D1,germany,Borussia Monchengladbach,Mainz,1.79,4.0,5.5,1-0,1-0,h,1,8,9,3,3,5,6,1,1,0,0,9,11,4,1,17,20,2,0,5,0,2,0,1,2,1,9,12,3,4,6,8,2,1,0,1,13,14,4,1,5,0,2,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,0,0.0,away,0.0,7.0,5.538,4.024,1.09,0.448,7.0,5.149,4.913,0.698,0.715,1,0,0,1,1,1,0.325,3.4,1.294,0.0,0.182,0.0,-0.364,3,1,18.182,0
EuOjy1fp/,2016-12-11,2017,E0,england,Liverpool,West Ham,1.31,6.6,11.0,2-2,2-2,d,0,16,6,3,3,13,3,2,0,0,0,6,5,9,4,22,11,2,0,13,2,1,1,0,0,1,18,7,3,3,15,4,2,0,0,0,7,7,11,4,15,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,2,,,,6.0,5.839,3.386,0.409,0.674,7.0,4.838,5.859,0.34,0.858,0,0,1,0,1,0,0.119,1.692,0.591,0.894,0.106,-2.682,0.0,0,0,9.091,1
GKvx93OH/,2016-12-11,2017,I1,italy,Palermo,Chievo Verona,3.22,3.14,2.86,0-2,0-2,a,-2,11,8,3,3,8,5,1,1,0,0,8,12,6,3,19,20,2,0,9,0,0,3,2,0,1,15,9,3,3,12,6,1,1,0,0,10,16,8,3,11,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,2,,,,7.0,4.593,5.693,0.479,1.086,7.0,4.068,6.218,0.961,0.729,0,1,0,2,0,4,1.126,2.111,1.158,0.155,0.0,0.155,0.0,0,-2,34.965,1
KCmKsEEC/,2016-12-11,2017,SP1,spain,Real Betis,Athletic Bilbao,3.56,3.28,2.42,1-0,1-0,h,1,5,11,1,3,4,8,3,2,0,0,8,10,2,6,16,18,5,0,8,0,0,1,1,0,0,6,14,1,4,5,10,3,2,0,0,11,12,3,7,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,2,0.0,away,1.0,7.0,6.123,3.814,1.229,0.583,7.0,3.689,5.498,0.333,0.604,1,0,0,1,1,1,1.471,2.0,1.438,0.0,0.413,0.0,0.413,1,-1,41.322,1
KhoTAPg5/,2016-12-11,2017,I1,italy,Internazionale,Genoa,1.68,4.15,6.0,2-0,2-0,h,2,10,9,3,4,7,5,1,2,0,0,9,16,5,4,19,25,3,0,9,0,2,2,3,3,1,13,11,3,4,10,7,1,2,0,0,13,16,5,5,10,1,1,0,1,1,0,0,0,0,0,1,1,0,0,3,0,1,0,2,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,1,,,,7.0,8.343,4.818,1.354,1.086,7.0,5.443,4.093,1.211,0.229,1,0,0,2,0,4,0.28,2.111,1.474,0.0,0.083,0.0,-0.083,0,-1,16.667,1
MsmGs3HG/,2016-12-11,2017,E0,england,Chelsea,West Brom,1.29,6.5,14.0,1-0,1-0,h,1,10,5,2,1,8,4,1,4,0,0,5,9,2,1,15,14,5,0,3,0,0,0,0,1,0,12,6,2,1,10,5,2,4,0,0,6,10,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,1,0.0,away,0.0,7.0,5.984,4.588,0.483,0.965,7.0,5.088,5.109,0.965,0.608,1,0,0,1,1,1,0.092,5.0,1.267,0.0,0.071,0.0,0.0,1,0,7.143,1
WjHx0eUt/,2016-12-11,2017,SP1,spain,Espanyol,Sporting Gijon,1.81,3.6,5.8,1-0,2-1,h,1,9,9,4,3,5,6,1,0,0,0,9,10,4,3,18,19,1,0,7,0,1,3,0,0,1,12,13,6,5,6,8,1,2,0,0,12,10,4,3,7,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,0,0.0,away,0.0,7.0,4.373,4.314,0.229,0.583,7.0,3.689,5.873,0.458,1.104,1,0,0,1,1,1,0.312,2.571,1.111,0.0,0.172,0.0,-0.172,0,-2,17.241,0
b3nOtYTI/,2016-12-11,2017,SP1,spain,Eibar,Alaves,2.01,3.54,4.6,0-0,0-0,d,0,6,3,1,3,5,0,1,1,0,0,12,4,5,2,9,16,2,0,7,0,0,1,0,1,0,8,3,1,3,7,0,1,1,0,0,13,5,7,2,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,2,,,,7.0,5.123,3.439,1.104,0.583,7.0,2.439,9.248,0.583,1.979,0,0,1,0,1,0,0.437,1.286,2.0,0.696,0.304,0.696,0.0,0,-1,21.739,1
fN13CxV9/,2016-12-11,2017,I1,italy,Bologna,Empoli,2.3,3.25,3.78,0-0,0-0,d,0,17,3,3,1,14,2,0,2,0,0,12,14,3,2,20,26,2,0,5,1,4,2,0,0,1,22,3,3,1,19,2,2,4,0,0,13,15,7,2,9,3,1,1,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,4,,,,8.0,5.305,5.504,1.203,1.299,7.0,4.818,5.843,0.586,1.729,0,0,1,0,1,0,0.608,4.0,1.4,0.622,0.378,-1.866,-0.756,0,-1,26.455,1
fy1wa4ni/,2016-12-11,2017,E0,england,Southampton,Middlesbrough,1.66,3.95,7.6,1-0,1-0,h,1,12,5,2,1,10,4,4,3,0,0,13,12,2,2,17,25,7,0,4,0,1,0,0,0,0,14,5,2,1,12,4,4,3,0,0,14,12,4,2,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,2,0.0,away,0.0,7.0,5.609,3.713,0.858,0.84,7.0,3.213,5.859,0.34,0.358,1,0,0,1,1,1,0.218,4.25,1.882,0.0,0.132,0.0,-0.132,0,0,13.158,1
hSAbp7Re/,2016-12-11,2017,F1,france,Paris Saint-Germain,Nice,1.38,5.77,9.91,2-2,2-2,d,0,18,5,9,3,9,2,2,1,0,0,12,8,9,0,23,20,3,0,9,0,0,0,0,0,1,21,5,9,3,12,2,2,3,0,0,16,10,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,0,,,,8.0,8.04,2.68,1.307,0.514,7.0,3.265,5.545,0.828,0.971,0,0,1,0,1,0,0.139,2.556,1.0,0.878,0.122,0.0,0.0,0,1,10.091,0
hWMfzL9j/,2016-12-11,2017,E0,england,Manchester Utd,Tottenham,2.2,3.46,3.85,1-0,1-0,h,1,14,12,5,4,9,8,3,2,0,0,16,12,3,7,26,28,5,0,10,0,0,2,1,1,2,14,12,5,4,9,8,3,3,0,0,19,16,3,8,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,1,0.0,away,1.0,7.0,8.859,3.088,1.233,0.34,7.0,6.338,5.609,0.84,0.858,1,0,0,1,1,1,0.571,2.6,1.269,0.0,0.26,0.0,0.0,2,0,25.974,1
hb1Kh3pJ/,2016-12-11,2017,D1,germany,Schalke 04,Bayer Leverkusen,2.9,3.5,2.78,0-0,0-1,d,0,11,8,0,0,11,8,1,2,1,0,8,13,4,1,19,21,3,1,5,1,0,3,0,0,0,11,13,0,2,11,11,3,3,1,0,10,15,4,3,7,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,2,,,,6.0,4.187,4.885,0.245,0.798,6.0,2.885,3.758,0.655,0.388,0,0,1,0,1,0,1.043,3.8,1.263,0.489,0.511,-0.489,0.0,0,-3,35.971,1
n719je8j/,2016-12-11,2017,I1,italy,Cagliari,Napoli,7.5,4.9,1.51,0-5,0-5,a,-5,4,22,2,9,2,13,4,3,0,0,15,8,1,9,26,23,7,0,10,0,2,1,0,1,3,6,23,3,10,3,13,4,3,0,0,15,9,2,9,11,0,2,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,1,,,,7.0,3.843,6.318,0.479,1.336,7.0,6.818,4.218,1.336,0.729,0,1,0,5,0,25,4.967,2.6,1.154,0.0,0.0,0.0,-0.0,0,2,66.225,1
Q9vA4yMP/,2016-12-12,2017,SP1,spain,Villarreal,Atletico Madrid,4.8,3.4,2.05,2-0,3-0,h,2,8,11,3,3,5,8,2,2,0,0,8,8,2,7,19,16,4,0,9,0,0,2,1,3,0,9,13,4,3,5,10,3,3,0,0,11,10,2,7,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,0,,,,7.0,5.748,3.064,0.979,0.458,7.0,4.814,5.498,0.708,0.854,1,0,0,2,0,4,2.341,2.111,1.053,0.0,0.244,0.0,0.976,0,-2,48.78,0
dxq0DIF3/,2016-12-12,2017,I1,italy,Fiorentina,Sassuolo,1.65,4.27,6.2,2-0,2-1,h,2,8,13,2,2,6,11,2,1,0,0,17,8,1,5,21,25,3,0,6,0,1,0,0,1,0,14,16,6,4,8,12,3,1,0,0,20,12,5,5,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,4,,,,7.0,7.343,4.068,1.104,0.586,8.0,5.504,7.75,1.41,1.092,1,0,0,2,0,4,0.266,3.5,1.333,0.0,0.081,-0.0,0.081,0,0,16.129,1
xni8BdpG/,2016-12-12,2017,I1,italy,AS Roma,AC Milan,1.7,4.2,5.9,1-0,1-0,h,1,12,5,3,2,9,3,0,2,0,0,8,20,7,2,17,28,2,0,9,0,0,1,0,1,4,14,8,4,4,10,4,1,2,0,0,12,23,8,4,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,3,0,0,1,2,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,3,0.0,away,2.0,7.0,6.968,6.068,0.604,1.336,7.0,4.193,6.093,0.461,0.979,1,0,0,1,1,1,0.288,1.889,1.765,0.0,0.169,0.0,0.0,1,3,16.949,1
Gre0AhiK/,2016-12-13,2017,E0,england,Everton,Arsenal,4.4,3.88,1.97,1-1,2-1,d,0,10,7,1,1,9,6,2,0,0,0,9,8,5,2,17,17,2,0,7,1,2,0,0,0,0,14,9,4,1,10,8,2,1,1,0,10,9,8,3,11,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,4,,,,7.0,7.234,4.838,0.608,0.715,7.0,4.463,3.484,0.84,0.108,0,0,1,0,1,0,2.234,2.429,1.118,0.309,0.691,-0.927,0.0,0,0,50.761,1
lWF1kiFf/,2016-12-13,2017,E0,england,Bournemouth,Leicester City,2.39,3.53,3.5,1-0,1-0,h,1,8,9,3,3,5,6,0,1,0,0,3,9,4,8,17,12,1,0,12,2,1,0,0,0,1,9,12,3,4,6,8,0,3,0,0,4,14,4,11,15,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,3,0.0,away,3.0,7.0,6.609,4.213,1.483,0.465,7.0,4.588,5.359,1.09,0.358,1,0,0,1,1,1,0.683,1.417,0.765,0.0,0.286,-0.0,-0.286,0,1,28.571,1
KAlwJD8s/,2016-12-14,2017,E0,england,West Brom,Swansea,2.13,3.45,4.25,3-1,3-1,h,2,13,5,4,4,9,1,0,0,0,0,7,6,0,8,18,13,0,0,8,0,0,1,0,1,1,13,8,4,4,9,4,0,0,0,0,8,8,0,11,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,3,,,,7.0,4.109,5.088,0.983,0.215,7.0,3.588,5.984,0.84,0.233,1,0,0,2,0,4,0.501,2.25,0.722,0.0,0.118,0.0,0.118,0,0,23.529,1
MqE9mVq7/,2016-12-14,2017,E0,england,Middlesbrough,Liverpool,5.75,4.12,1.73,0-3,0-3,a,-3,7,13,3,4,4,9,1,0,0,0,8,12,4,2,20,20,1,0,6,0,0,0,0,0,1,8,15,3,4,5,11,1,0,0,0,10,14,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,1,,,,7.0,5.734,6.338,0.483,0.715,8.0,6.634,3.653,1.413,0.763,0,1,0,3,0,9,3.324,3.333,1.05,0.0,0.0,0.0,0.0,0,1,57.803,1
SME5lBU0/,2016-12-14,2017,E0,england,Crystal Palace,Manchester Utd,5.9,4.0,1.71,1-1,1-2,d,0,6,14,3,5,3,9,2,2,0,0,14,6,1,8,20,20,4,0,9,0,0,1,3,3,0,6,16,3,6,3,10,2,3,0,0,16,9,1,8,9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,0,,,,7.0,5.609,5.588,1.233,0.59,7.0,3.963,3.984,0.965,1.108,0,0,1,0,1,0,3.45,2.222,1.2,0.225,0.775,0.0,4.65,0,-1,58.48,0
Ukyy4jUm/,2016-12-14,2017,E0,england,Tottenham,Hull,1.24,7.3,16.0,3-0,3-0,h,3,24,10,9,5,15,5,0,2,0,0,6,12,5,5,34,18,2,0,10,1,3,1,0,-1,0,27,10,9,5,18,5,0,2,0,0,6,14,5,5,10,3,0,2,0,1,0,0,0,0,0,0,1,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,0,,,,7.0,6.984,2.838,0.733,0.34,7.0,4.963,7.484,0.84,0.608,1,0,0,3,0,9,0.078,3.4,0.588,0.0,0.0,-0.0,-0.0,0,-1,6.25,0
nRoW4WEs/,2016-12-14,2017,E0,england,Stoke City,Southampton,3.35,3.34,2.52,0-0,0-0,d,0,4,14,2,4,2,10,1,1,1,0,8,8,3,10,18,16,2,1,13,1,0,1,1,0,0,5,15,3,4,2,11,1,2,1,0,9,9,3,11,14,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,1,,,,7.0,5.984,5.838,0.858,0.965,7.0,4.463,5.109,0.84,1.233,0,0,1,0,1,0,1.329,1.385,1.0,0.429,0.571,-0.429,0.571,0,-1,39.683,1
pIa49C6Q/,2016-12-14,2017,E0,england,Manchester City,Watford,1.29,7.0,13.0,1-0,2-0,h,1,11,4,5,2,6,2,1,2,0,0,15,17,4,1,15,32,3,0,5,0,0,0,0,1,1,13,5,7,2,6,3,1,2,0,0,16,20,5,2,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,2,0.0,away,1.0,7.0,8.109,3.463,1.233,0.59,7.0,3.963,5.359,0.465,1.108,1,0,0,1,1,1,0.099,3.0,2.333,0.0,0.077,0.0,0.077,1,1,7.692,1
xhddBYyE/,2016-12-14,2017,E0,england,West Ham,Burnley,1.71,4.05,6.12,1-0,1-0,h,1,18,7,7,2,11,5,0,2,0,0,7,12,5,1,25,19,2,0,6,0,1,1,0,0,2,20,8,7,2,13,6,0,2,0,0,9,14,6,1,7,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,1,0.0,away,0.0,7.0,4.484,3.713,0.858,0.465,6.0,3.957,7.839,0.817,1.124,1,0,0,1,1,1,0.279,4.167,0.84,0.0,0.163,0.0,-0.163,0,1,16.34,1
zmIDnkaD/,2016-12-14,2017,E0,england,Sunderland,Chelsea,8.1,4.94,1.52,0-1,0-1,a,-1,6,17,1,5,5,12,3,1,0,0,13,7,3,5,23,20,4,0,8,1,4,2,0,0,1,8,19,3,6,5,13,3,2,0,0,14,9,5,5,10,1,3,0,1,1,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,2,1.0,home,2.0,7.0,4.234,4.963,0.608,0.715,7.0,4.588,4.859,0.34,0.483,0,1,0,1,1,1,5.329,2.875,1.043,0.123,0.0,-0.246,-0.0,0,-1,12.346,1
z3tn2Zfk/,2016-12-15,2017,I1,italy,Genoa,Fiorentina,3.1,3.3,3.13,1-0,1-0,h,1,9,8,2,2,7,6,3,1,0,0,21,11,3,3,17,32,4,0,6,0,2,0,0,0,4,11,9,3,3,8,6,3,2,0,0,22,13,4,3,7,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,1,0,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,1,0.0,away,0.0,7.0,3.968,3.943,1.104,0.586,7.0,4.318,4.593,0.461,0.729,1,0,0,1,1,1,0.99,2.833,2.118,0.0,0.319,0.0,-0.638,0,4,31.949,1
2HKzJRXK/,2016-12-16,2017,F1,france,Angers,Nantes,2.48,3.02,3.7,0-2,0-2,a,-2,12,11,2,4,10,7,1,3,0,0,10,9,5,1,23,19,4,0,6,0,0,3,0,1,1,15,11,2,4,13,7,1,3,0,0,12,9,5,1,6,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,0,,,,8.0,4.818,4.458,0.752,0.292,8.0,3.791,4.484,0.625,0.307,0,1,0,2,0,4,0.67,3.833,1.0,0.202,0.0,0.202,0.0,0,-2,27.027,0
MyflIfjP/,2016-12-16,2017,SP1,spain,Alaves,Real Betis,2.48,3.15,3.56,1-0,1-0,h,1,10,4,3,2,7,2,5,1,0,0,17,4,5,4,14,21,6,0,9,0,1,0,0,1,1,11,6,3,3,8,3,6,1,0,0,19,5,6,4,10,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,1,0.0,away,0.0,7.0,4.123,5.189,0.604,0.958,7.0,2.689,6.498,0.208,0.729,1,0,0,1,1,1,0.697,1.556,1.929,0.0,0.281,0.0,-0.281,1,1,28.09,1
