id_odsp,date,season,league,country,home_team,away_team,odd_h,odd_d,odd_a,score_pre_80,score_ft,game_state_80,goal_diff_80,total_shots_pre_80,total_fouls_pre_80,total_yellow_cards_pre_80,total_sending_off_pre_80,total_corners_pre_80,total_corners_70_75,total_shots_70_75,total_fouls_70_75,total_corners_75_80,total_shots_75_80,total_fouls_75_80,total_corners_ft,league_england,league_spain,league_germany,league_italy,league_france,league_avg_corners,league_avg_home_corners,league_avg_away_corners,league_avg_post80_corners,league_avg_post80_home_corners,league_avg_post80_away_corners,corner_diff,is_home_trailing,trailing_team,trailing_team_corners,trailing_team_corner_diff,leading_team_corner_diff,trailing_team_corners_70_75,leading_team_corners_70_75,trailing_team_corners_75_80,leading_team_corners_75_80,leading_team_corners_against_avg,trailing_team_corners_for_avg,trailing_team_corners_ft,leading_team_corners_ft,trailing_team_corners_pre80,leading_team_corners_pre80,trailing_team_fouls_70_75,leading_team_fouls_70_75,trailing_team_fouls_75_80,leading_team_fouls_75_80,trailing_team_fouls_ft,leading_team_fouls_ft,trailing_team_fouls_pre80,leading_team_fouls_pre80,leading_team_post80_corners_against_avg,trailing_team_post80_corners_for_avg,trailing_team_sending_off_70_75,leading_team_sending_off_70_75,trailing_team_sending_off_75_80,leading_team_sending_off_75_80,trailing_team_sending_off_ft,leading_team_sending_off_ft,trailing_team_sending_off_pre80,leading_team_sending_off_pre80,trailing_team_shots_70_75,leading_team_shots_70_75,trailing_team_shots_75_80,leading_team_shots_75_80,trailing_team_shots_ft,leading_team_shots_ft,trailing_team_shots_off_target_70_75,leading_team_shots_off_target_70_75,trailing_team_shots_off_target_75_80,leading_team_shots_off_target_75_80,trailing_team_shots_off_target_ft,leading_team_shots_off_target_ft,trailing_team_shots_off_target_pre80,leading_team_shots_off_target_pre80,trailing_team_shots_on_target_70_75,leading_team_shots_on_target_70_75,trailing_team_shots_on_target_75_80,leading_team_shots_on_target_75_80,trailing_team_shots_on_target_ft,leading_team_shots_on_target_ft,trailing_team_shots_on_target_pre80,leading_team_shots_on_target_pre80,trailing_team_shots_pre80,leading_team_shots_pre80,trailing_team_yellow_cards_70_75,leading_team_yellow_cards_70_75,trailing_team_yellow_cards_75_80,leading_team_yellow_cards_75_80,trailing_team_yellow_cards_ft,leading_team_yellow_cards_ft,trailing_team_yellow_cards_pre80,leading_team_yellow_cards_pre80,odds_ratio,trailing_team_urgency_to_attack,leading_team_urgency_to_attack,trailing_team_momentum_to_attack,leading_team_momentum_to_attack,trailing_team_attack_intensity,leading_team_attack_intensity,trailing_team_defensive_pressure,leading_team_defensive_pressure,trailing_team_shot_to_corner_ratio_pre_80,leading_team_shot_to_corner_ratio_pre_80,trailing_team_aggression_score_pre_80,leading_team_aggression_score_pre_80,trailing_team_probability,target
O0NQQuB2/,2011-08-27,2012,D1,germany,Hamburg SV,FC Cologne,1.75,4.51,5.2,3-2,3-4,h,1,17,30,3,0,8,0,0,1,1,1,0,9,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,1,0.0,away,1.0,1,0,0,0,1,0,5.097,3.097,4,5,3,5,1,0,0,0,18,17,16,14,1.292,0.792,0,0,0,0,0,0,0,0,0,0,0,1,7,13,0,0,0,0,2,6,1,6,0,0,0,1,5,7,3,7,4,13,0,0,0,0,3,1,2,1,2.971,0.192,0.571,0.192,0.571,1,1,-1,0,1.333,2.6,4.5,1.154,19.231,1
Q7zaeItq/,2011-08-27,2012,F1,france,Evian Thonon Gaillard,Dijon FCO,1.88,3.65,5.14,0-1,0-1,a,-1,18,27,2,0,8,0,0,-1,0,2,2,9,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,1,1.0,home,1.0,1,0,0,0,0,0,5.68,3.68,5,4,4,4,0,-1,1,1,16,18,13,14,0.384,0.884,0,0,0,0,0,0,0,0,0,0,0,2,14,8,0,0,0,2,11,5,7,5,0,0,0,0,3,3,3,3,10,8,0,0,0,0,2,2,1,1,0.366,0.532,0.195,0.0,0.39,0,2,1,2,2.5,2.0,1.4,1.875,53.191,1
jRPmWlS6/,2011-08-27,2012,SP1,spain,Valencia,Racing Santander,1.41,5.2,9.8,2-3,4-3,a,-1,25,18,5,0,11,1,2,2,0,0,2,13,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,2,1.0,home,2.0,2,0,1,0,0,0,5.982,5.982,10,3,8,3,1,1,1,1,12,9,10,8,0.831,0.831,0,0,0,0,0,0,0,0,2,0,0,0,26,5,2,0,0,0,15,1,13,1,0,0,0,0,11,3,8,2,21,4,1,0,0,0,3,3,3,2,0.144,0.709,0.102,-2.127,0.0,0,0,0,0,2.625,1.333,0.619,2.5,70.922,1
4xCdEwYE/,2011-08-28,2012,F1,france,Sochaux,St Etienne,2.72,3.2,3.13,2-1,2-1,h,1,18,26,2,1,5,3,1,1,0,1,3,9,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,4,0.0,away,1.0,1,3,2,1,0,0,3.56,3.707,5,4,4,1,0,1,1,2,13,16,11,15,0.313,0.208,0,0,0,0,1,0,1,0,1,0,0,1,7,12,1,0,0,1,6,7,6,6,0,0,0,0,1,5,1,5,7,11,0,0,0,0,3,2,1,1,1.151,0.319,0.368,-0.957,0.0,0,1,1,1,1.75,11.0,1.714,1.455,31.949,1
6uBz2dY1/,2011-08-28,2012,D1,germany,Schalke 04,Borussia Monchengladbach,1.75,4.0,5.4,1-0,1-0,h,1,31,20,4,0,13,3,1,1,0,1,0,14,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,1,0.0,away,0.0,0,1,3,0,0,0,3.097,3.097,6,8,6,7,0,1,0,0,12,10,10,10,0.792,0.292,0,0,0,0,0,0,0,0,1,0,1,0,12,22,0,0,0,0,7,15,7,13,1,0,1,0,5,7,5,6,12,19,0,0,0,0,3,2,2,2,3.086,0.185,0.571,-0.555,0.0,1,0,0,-1,2.0,2.714,1.0,0.632,18.519,0
MDMiFJI8/,2011-08-28,2012,F1,france,Stade Rennes,Caen,1.83,3.4,6.0,3-2,3-2,h,1,29,26,2,0,11,0,2,1,0,0,1,15,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,4,0.0,away,4.0,4,0,0,0,0,0,3.56,3.56,10,5,6,5,0,1,1,0,16,15,15,11,0.313,0.313,0,0,0,0,0,0,0,0,2,0,0,0,16,19,2,0,0,0,9,11,7,9,0,0,0,0,7,8,6,7,13,16,0,0,1,0,1,1,1,1,3.279,0.167,0.546,-0.334,0.0,0,0,1,-1,2.167,3.2,1.231,0.75,16.667,1
vBv3fxdk/,2011-08-28,2012,F1,france,Lille,Marseille,2.24,3.3,3.95,3-2,3-2,h,1,24,24,5,0,10,1,1,0,0,1,4,11,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,1,0.0,away,0.0,0,1,1,0,0,0,2.06,3.06,6,5,6,4,0,0,1,3,13,16,10,14,0.313,0.313,0,0,0,0,0,0,0,0,1,0,0,1,18,6,1,0,0,0,14,1,14,1,0,0,0,1,4,5,4,5,18,6,0,0,0,0,4,2,3,2,1.763,0.253,0.446,-0.506,0.446,0,1,1,3,3.0,1.5,0.722,2.667,25.316,0
zwnPZNYb/,2011-08-28,2012,SP1,spain,Mallorca,Espanyol,2.27,3.4,3.8,1-0,1-0,h,1,17,26,4,0,7,0,0,0,0,0,1,9,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,2,0.0,away,2.0,2,0,0,0,0,0,4.514,4.514,4,5,2,5,0,0,0,1,13,20,10,16,0.66,0.66,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,6,7,4,7,0,0,0,0,3,4,2,4,6,11,0,0,0,0,3,2,2,2,1.674,0.263,0.441,0.0,0.0,0,0,0,1,3.0,2.2,2.0,1.636,26.316,1
8CDrVzmr/,2011-09-10,2012,D1,germany,Borussia Monchengladbach,Kaiserslautern,1.83,3.9,5.0,1-0,1-0,h,1,22,29,4,0,6,0,1,0,0,1,2,7,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,1,0.0,away,0.0,0,1,0,0,0,0,5.065,4.731,3,4,3,3,0,0,0,2,16,21,13,16,1.528,0.528,0,0,0,0,0,0,0,0,0,1,0,1,5,20,0,1,0,1,3,16,1,16,0,0,0,0,2,4,2,3,3,19,0,0,0,1,4,2,3,1,2.732,0.2,0.546,0.0,0.0,0,1,0,2,1.0,6.333,5.333,0.895,20.0,0
8IIi5Zf1/,2011-09-10,2012,F1,france,Dijon FCO,Lyon,5.65,3.55,1.84,1-2,1-2,a,-1,22,19,2,0,8,0,0,2,1,2,1,11,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,3,1.0,home,3.0,3,0,0,0,0,1,8.68,5.12,6,5,3,5,1,1,0,1,8,13,8,11,0.384,1.589,0,0,0,0,0,0,0,0,0,0,0,2,7,19,0,0,0,2,3,14,3,12,0,0,0,0,4,4,3,3,6,16,1,0,0,1,1,1,1,1,3.071,0.177,0.543,0.0,1.629,0,3,-1,0,2.0,3.2,1.5,0.75,17.699,1
8z2lWuYN/,2011-09-10,2012,SP1,spain,Valencia,Atletico Madrid,1.97,3.95,4.09,1-0,1-0,h,1,20,27,3,0,8,1,0,1,0,1,0,10,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,2,0.0,away,2.0,2,0,1,0,0,0,3.757,4.514,7,3,5,3,0,1,0,0,17,14,15,12,0.33,0.66,0,0,0,0,0,0,0,0,0,0,1,0,12,12,0,0,1,0,10,6,8,5,0,0,0,0,2,6,1,6,9,11,0,0,0,0,2,1,2,1,2.076,0.244,0.508,0.0,0.0,1,0,0,-1,1.8,3.667,1.889,1.182,24.45,1
CWQbQzXQ/,2011-09-10,2012,F1,france,St Etienne,Lille,3.65,3.15,2.44,1-2,1-3,a,-1,12,24,4,1,4,0,1,1,0,0,1,5,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,1,1.0,home,1.0,1,0,0,0,0,0,3.786,6.68,3,2,2,2,0,1,1,0,14,12,13,11,0.256,0.884,0,0,0,0,1,0,1,0,0,1,0,0,5,10,0,0,0,0,4,5,2,5,0,1,0,0,0,5,0,4,3,9,0,1,0,0,2,4,1,3,1.496,0.274,0.41,0.0,-0.41,0,0,1,-1,1.5,4.5,4.667,1.556,27.397,1
ID3RLfur/,2011-09-10,2012,F1,france,Sochaux,Lorient,2.54,3.19,3.4,1-0,1-1,h,1,15,15,4,0,6,0,0,0,0,1,3,7,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,1,0.0,away,1.0,1,0,0,0,0,0,4.04,8.04,6,1,5,1,0,0,3,0,15,4,11,4,0.542,1.542,0,0,0,0,0,0,0,0,0,0,0,1,8,9,0,0,0,1,6,7,6,6,0,0,0,0,2,2,1,2,7,8,0,0,0,0,3,3,1,3,1.339,0.294,0.394,0.0,0.394,0,1,3,0,1.4,8.0,1.714,0.875,29.412,1
IToDFeme/,2011-09-10,2012,D1,germany,Borussia Dortmund,Hertha Berlin,1.45,4.9,9.19,0-1,1-2,a,-1,29,16,2,0,2,0,1,0,0,2,0,5,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,3,1.0,home,2.0,2,1,0,0,0,0,4.436,5.769,4,1,2,0,0,0,0,0,12,7,10,6,0.239,0.573,0,0,0,0,0,0,0,0,1,0,1,1,25,12,1,0,1,0,19,6,16,6,0,0,0,1,6,6,3,4,19,10,0,0,0,0,1,3,1,1,0.158,0.69,0.109,0.0,0.109,1,1,0,0,9.5,inf,0.579,0.7,68.966,1
KhMe4gA7/,2011-09-10,2012,F1,france,Marseille,Stade Rennes,1.7,3.9,6.99,0-1,0-1,a,-1,24,18,6,0,15,1,3,1,1,1,1,17,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,2,1.0,home,2.0,2,0,0,1,0,1,6.12,6.12,12,5,10,5,0,1,0,1,7,15,6,12,1.589,2.256,0,0,0,0,0,0,0,0,2,1,0,1,22,7,2,0,0,0,15,4,14,3,0,1,0,1,7,3,4,3,18,6,0,1,0,0,2,4,2,4,0.243,0.588,0.143,-1.176,0.0,0,2,0,0,1.8,1.2,0.444,2.667,58.824,1
bBByVmEG/,2011-09-10,2012,SP1,spain,Real Madrid,Getafe,1.09,14.2,37.6,3-2,4-2,h,1,32,19,4,0,8,0,2,1,0,2,0,10,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,2,0.0,away,1.0,1,1,0,0,0,0,4.514,4.514,6,4,5,3,1,0,0,0,11,9,11,8,0.66,0.66,0,0,0,0,0,0,0,0,2,0,0,2,10,26,0,0,0,1,4,16,4,14,2,0,0,1,6,10,5,9,9,23,0,0,0,0,3,3,2,2,34.495,0.027,0.917,-0.054,1.834,0,2,-1,0,1.8,7.667,1.444,0.435,2.66,1
n9s9ZBao/,2011-09-10,2012,SP1,spain,Villarreal,Sevilla,2.54,3.6,3.26,2-1,2-2,h,1,18,18,6,1,2,0,1,0,1,1,3,3,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,1,0.0,away,0.0,0,1,0,0,0,1,4.514,4.514,1,2,1,1,0,0,2,1,11,12,10,8,0.66,0.66,0,0,0,0,0,1,0,1,0,1,0,1,10,11,0,0,0,0,5,6,5,4,0,1,0,1,5,5,4,5,9,9,0,0,1,2,4,2,4,2,1.283,0.307,0.394,0.0,0.394,0,2,2,1,9.0,9.0,1.556,1.111,30.675,0
zesOOHnH/,2011-09-10,2012,I1,italy,Cesena,Napoli,4.2,3.37,2.12,1-2,1-3,a,-1,23,19,7,1,9,1,1,0,0,0,2,9,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,0,1.0,home,0.0,0,0,0,1,0,0,5.747,5.747,4,5,4,5,0,0,2,0,13,10,11,8,0.829,0.829,0,0,0,0,1,0,1,0,0,1,0,0,11,18,0,1,0,0,8,12,5,10,0,0,0,0,3,6,3,5,8,15,0,0,0,0,4,3,4,3,1.981,0.238,0.472,0.0,-0.944,0,0,2,0,2.0,3.0,1.875,0.733,23.81,0
2c1hVamU/,2011-09-11,2012,SP1,spain,Osasuna,Sporting Gijon,2.08,3.45,4.3,2-1,2-1,h,1,29,27,4,0,14,0,2,1,0,1,1,14,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,0,0.0,away,0.0,0,0,0,0,0,0,4.514,4.514,8,6,8,6,0,1,1,0,15,19,13,14,0.66,0.66,0,0,0,0,0,0,0,0,1,1,1,0,10,21,1,1,1,0,8,14,6,14,0,0,0,0,2,7,2,7,8,21,0,1,1,0,3,2,3,1,2.067,0.233,0.481,0.0,-0.481,1,0,1,-1,1.0,3.5,2.0,0.714,23.256,0
EotSNy2N/,2011-09-11,2012,I1,italy,Chievo Verona,Novara,1.86,3.65,5.3,2-1,2-2,h,1,19,31,2,1,4,1,1,1,0,1,2,6,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,2,0.0,away,2.0,2,0,1,0,0,0,4.54,4.54,6,0,4,0,0,1,1,1,14,20,12,19,0.688,0.688,0,1,0,0,0,1,0,1,1,0,1,0,14,11,1,0,1,0,10,7,7,5,0,0,0,0,4,4,3,4,10,9,0,1,0,0,1,3,0,2,2.849,0.189,0.538,-0.189,0.0,1,0,1,0,2.5,inf,1.2,2.333,18.868,1
QFOnTxm8/,2011-09-11,2012,F1,france,Montpellier,Nice,1.79,3.7,6.8,1-0,1-0,h,1,30,18,4,0,6,1,2,0,1,0,1,6,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,0,0.0,away,0.0,0,0,0,1,1,0,3.373,4.56,4,2,4,2,0,0,0,1,11,8,10,8,0.208,0.313,0,0,0,0,0,0,0,0,0,2,0,0,12,23,0,2,0,0,11,20,8,18,0,0,0,0,1,3,1,3,9,21,0,0,0,0,2,2,2,2,3.799,0.147,0.559,0.147,-1.677,1,0,0,1,2.25,10.5,1.333,0.476,14.706,0
YuSfRGHK/,2011-09-11,2012,F1,france,Paris Saint-Germain,Brest,1.37,5.4,14.16,1-0,1-0,h,1,26,26,6,0,8,0,2,0,0,1,3,10,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,2,0.0,away,2.0,2,0,0,0,0,0,3.373,3.707,6,4,4,4,0,0,1,2,17,12,14,12,0.542,0.542,0,0,0,0,0,0,0,0,1,1,1,0,15,12,1,1,1,0,14,9,13,9,0,0,0,0,1,3,1,3,14,12,1,0,0,0,3,3,3,3,10.336,0.071,0.73,0.0,-0.73,1,0,1,2,3.5,3.0,1.214,1.25,7.062,1
bRgKW9q4/,2011-09-11,2012,SP1,spain,Espanyol,Athletic Bilbao,2.48,3.45,3.2,2-1,2-1,h,1,24,29,3,0,4,0,0,1,0,2,2,5,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,1,0.0,away,0.0,0,1,0,0,0,0,4.514,4.514,3,2,3,1,1,0,0,2,21,15,17,12,0.66,0.66,0,0,0,0,0,0,0,0,0,0,1,1,17,10,0,0,0,0,10,4,8,3,0,0,1,1,7,6,7,6,15,9,0,0,0,0,1,2,1,2,1.29,0.312,0.403,0.312,0.403,1,1,-1,2,5.0,9.0,1.2,1.556,31.25,0
vRp5wH1A/,2011-09-11,2012,I1,italy,AS Roma,Cagliari,1.77,4.03,7.14,0-1,1-2,a,-1,19,18,2,1,9,0,1,0,1,3,1,9,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,0,1.0,home,0.0,0,0,0,0,1,0,5.747,5.747,5,4,5,4,0,0,0,1,11,14,9,9,0.829,0.829,0,0,0,0,1,0,1,0,1,0,3,0,16,10,1,0,2,0,8,7,7,5,0,0,1,0,8,3,5,2,12,7,0,0,0,1,0,5,0,2,0.248,0.565,0.14,1.695,0.0,4,0,0,1,2.4,1.75,0.75,1.571,56.497,0
vseKzcPK/,2011-09-11,2012,D1,germany,FC Cologne,Nurnberg,2.84,3.64,2.9,1-2,1-2,a,-1,19,31,5,2,6,0,0,0,1,1,0,7,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,1,1.0,home,1.0,1,0,0,0,0,1,4.103,6.436,2,5,1,5,0,0,0,0,20,15,18,13,0.906,0.906,0,0,1,0,1,1,1,1,0,0,1,0,10,13,0,0,1,0,8,8,5,7,0,0,0,0,2,5,2,5,7,12,0,0,0,0,3,3,2,3,0.979,0.352,0.345,0.352,0.345,1,1,0,0,7.0,2.4,2.857,1.333,35.211,1
2TeFpTD3/,2011-09-17,2012,SP1,spain,Mallorca,Malaga,3.15,3.45,2.54,0-1,0-1,a,-1,14,27,3,0,7,0,1,0,0,1,1,11,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,4,1.0,home,2.0,2,2,0,0,0,0,3.991,5.491,4,7,2,5,0,0,1,0,19,12,18,9,0.415,0.415,0,0,0,0,0,0,0,0,0,1,1,0,6,9,0,0,1,0,5,5,5,5,0,1,0,0,1,3,1,2,6,8,0,0,0,0,2,1,2,1,1.24,0.317,0.394,0.317,-0.394,1,0,1,0,3.0,1.6,3.333,1.25,31.746,1
8U26nkqi/,2011-09-17,2012,SP1,spain,Sevilla,Real Sociedad,1.56,4.41,7.2,1-0,1-0,h,1,19,24,4,0,7,1,2,0,0,1,1,8,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,1,0.0,away,0.0,0,1,0,1,0,0,6.257,3.257,1,7,1,6,0,0,0,1,8,20,6,18,0.83,0.33,0,0,0,0,0,0,0,0,1,1,0,1,10,15,0,1,0,1,9,10,7,7,1,0,0,0,1,5,1,4,8,11,0,0,0,0,2,3,2,2,4.615,0.139,0.641,-0.139,-0.641,0,1,0,1,8.0,1.833,1.0,1.818,13.889,0
CIiCOoip/,2011-09-17,2012,SP1,spain,Sporting Gijon,Valencia,3.65,3.5,2.25,0-1,0-1,a,-1,22,24,4,0,8,2,4,0,0,2,3,12,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,4,1.0,home,3.0,3,1,0,2,0,0,5.982,6.991,6,6,3,5,0,0,0,3,12,18,11,13,0.831,1.415,0,0,0,0,0,0,0,0,0,4,2,0,16,11,0,2,2,0,11,6,8,5,0,2,0,0,5,5,4,5,12,10,1,0,0,2,1,5,1,3,1.622,0.274,0.444,0.548,-2.664,2,0,0,3,4.0,2.0,1.0,1.6,27.397,1
I11QzFoT/,2011-09-17,2012,I1,italy,Cagliari,Novara,1.68,3.8,7.0,1-0,2-1,h,1,20,32,3,0,9,1,2,1,1,0,1,9,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,0,0.0,away,0.0,0,0,0,1,1,0,4.54,5.27,5,4,5,4,1,0,0,1,18,20,16,16,0.688,1.344,0,0,0,0,0,0,0,0,0,2,0,0,7,17,0,1,0,0,3,12,3,10,0,1,0,0,4,5,3,4,6,14,1,0,0,0,3,2,2,1,4.167,0.143,0.595,0.143,-1.785,1,0,-1,1,1.2,3.5,3.0,1.214,14.286,0
UeVsKY9f/,2011-09-17,2012,F1,france,Brest,Montpellier,3.1,3.08,2.84,1-2,2-2,a,-1,20,35,6,0,5,0,2,2,0,1,2,6,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,1,1.0,home,1.0,1,0,0,0,0,0,5.786,8.18,4,2,3,2,1,1,2,0,21,21,17,18,0.589,1.884,0,0,0,0,1,0,0,0,1,1,1,0,14,13,0,1,1,0,9,7,6,6,1,0,0,0,5,6,3,5,9,11,0,1,0,0,3,4,3,3,1.092,0.323,0.352,0.0,-0.352,1,0,1,-1,3.0,5.5,2.222,1.909,32.258,1
lboqICv7/,2011-09-17,2012,F1,france,Lille,Sochaux,1.46,4.59,9.6,2-1,2-2,h,1,18,20,5,1,10,0,0,0,2,1,0,12,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,2,0.0,away,2.0,2,0,0,0,0,2,3.373,4.373,3,9,1,9,0,0,0,0,13,9,11,9,0.208,0.542,0,0,0,0,0,1,0,1,0,0,0,1,9,14,0,0,0,0,5,11,4,9,0,0,0,1,4,3,2,3,6,12,0,0,1,0,3,3,2,3,6.575,0.104,0.685,0.0,2.055,0,3,0,0,6.0,1.333,2.167,1.0,10.417,1
rc0vW7wg/,2011-09-17,2012,D1,germany,TSG Hoffenheim,VfL Wolfsburg,1.97,3.95,4.13,2-1,3-1,h,1,20,28,4,1,10,0,1,1,1,3,1,10,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,0,0.0,away,0.0,0,0,0,0,0,1,5.398,4.799,6,4,6,4,1,0,0,1,15,14,14,14,0.862,1.146,0,0,0,0,1,0,1,0,1,0,1,2,10,14,1,0,1,1,4,6,4,3,0,0,0,1,6,8,6,7,10,10,0,0,0,1,1,3,1,3,2.096,0.242,0.508,0.0,1.524,1,3,-1,1,1.667,2.5,1.5,1.7,24.213,0
tAT7Rhn7/,2011-09-17,2012,D1,germany,Hamburg SV,Borussia Monchengladbach,2.6,3.65,2.88,0-1,0-1,a,-1,16,24,5,0,7,0,0,1,1,2,2,10,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,3,1.0,home,1.0,1,2,0,0,0,1,8.103,5.103,2,8,1,6,1,0,1,1,17,13,13,11,1.239,0.239,0,0,0,0,0,0,0,0,0,0,0,2,5,12,0,0,0,1,4,8,3,8,0,0,0,1,1,4,1,4,4,12,0,0,1,1,2,3,2,3,0.903,0.385,0.347,0.0,1.041,0,3,0,1,4.0,2.0,3.75,1.167,38.462,1
8nUoJhP0/,2011-09-18,2012,F1,france,Evian Thonon Gaillard,Paris Saint-Germain,4.3,3.35,2.1,2-1,2-2,h,1,27,25,5,0,10,0,1,1,1,0,1,12,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,2,0.0,away,1.0,1,1,0,0,1,0,4.373,3.373,8,4,7,3,0,1,0,1,6,23,4,21,0.208,0.208,0,0,0,0,0,0,0,0,0,1,0,0,15,17,0,1,0,0,8,12,8,8,0,0,0,0,7,5,6,5,14,13,0,1,0,1,1,4,1,4,0.488,0.476,0.233,0.476,-0.233,1,0,0,0,2.0,4.333,0.357,1.923,47.619,1
K0SBQC1D/,2011-09-18,2012,D1,germany,Hannover 96,Borussia Dortmund,4.59,4.04,1.9,0-1,2-1,a,-1,22,16,0,0,9,0,2,1,1,1,3,10,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,1,1.0,home,1.0,1,0,0,0,1,0,5.103,5.077,7,3,6,3,1,0,2,1,12,8,10,6,0.239,0.429,0,0,0,0,1,0,0,0,0,2,1,0,13,13,0,2,1,0,8,6,7,5,0,0,0,0,5,7,3,7,10,12,0,0,0,0,1,0,0,0,2.416,0.218,0.526,0.436,-1.052,2,0,1,1,1.667,4.0,1.0,0.5,21.786,1
MZ7HxyHG/,2011-09-18,2012,I1,italy,Atalanta,Palermo,2.27,3.52,3.6,1-0,1-0,h,1,13,17,3,0,6,0,1,3,0,0,1,9,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,3,0.0,away,3.0,3,0,0,0,0,0,4.54,4.54,8,1,5,1,1,2,0,1,9,12,7,10,0.688,0.688,0,0,0,0,0,0,0,0,1,0,0,0,11,8,1,0,0,0,11,7,7,5,0,0,0,0,0,1,0,1,7,6,0,1,0,0,3,4,2,1,1.586,0.278,0.441,-0.278,0.0,0,0,-1,-1,1.4,6.0,1.286,1.833,27.778,1
ULnvjzW9/,2011-09-18,2012,I1,italy,Siena,Juventus,4.2,3.15,2.24,0-1,0-1,a,-1,16,22,1,0,6,1,0,1,0,2,1,6,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,0,1.0,home,0.0,0,0,0,1,0,0,5.747,5.747,1,5,1,5,0,1,0,1,12,16,10,12,0.829,0.829,0,0,0,0,0,0,0,0,0,0,1,1,5,12,0,0,1,0,4,7,3,7,0,0,0,1,1,5,1,5,4,12,0,0,0,0,2,0,1,0,1.875,0.238,0.446,0.238,0.0,1,1,0,0,4.0,2.4,2.75,1.0,23.81,0
h2MZsRcM/,2011-09-18,2012,SP1,spain,Getafe,Rayo Vallecano,1.98,3.65,4.4,0-1,0-1,a,-1,15,27,6,0,9,1,2,1,0,0,2,13,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,4,1.0,home,2.0,2,2,0,1,0,0,7.491,3.491,5,8,3,6,1,0,0,2,18,13,15,12,0.915,0.415,0,0,0,0,0,0,0,0,0,2,0,0,7,9,0,1,0,0,5,5,5,4,0,1,0,0,2,4,2,4,7,8,0,0,0,1,3,5,2,4,0.45,0.505,0.227,0.0,-0.681,0,0,-1,2,2.333,1.333,2.429,2.0,50.505,1
r5pShxni/,2011-09-18,2012,I1,italy,Lazio,Genoa,1.95,3.4,5.0,1-2,1-2,a,-1,20,19,1,0,7,0,1,0,0,1,1,8,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,1,1.0,home,0.0,0,1,0,0,0,0,5.747,5.747,6,2,6,1,0,0,1,0,13,13,11,8,0.829,0.829,0,0,0,0,0,0,0,0,0,1,0,1,12,11,0,0,0,1,10,7,8,7,0,1,0,0,2,4,1,4,9,11,0,0,0,0,1,2,1,0,0.39,0.513,0.2,0.0,0.0,0,1,1,0,1.5,11.0,1.333,0.727,51.282,0
