id_odsp,date,season,league,country,home_team,away_team,odd_h,odd_d,odd_a,score_pre_80,score_ft,game_state_80,goal_diff_80,total_shots_pre_80,total_fouls_pre_80,total_yellow_cards_pre_80,total_sending_off_pre_80,total_corners_pre_80,total_corners_70_75,total_shots_70_75,total_fouls_70_75,total_corners_75_80,total_shots_75_80,total_fouls_75_80,total_corners_ft,league_england,league_spain,league_germany,league_italy,league_france,league_avg_corners,league_avg_home_corners,league_avg_away_corners,league_avg_post80_corners,league_avg_post80_home_corners,league_avg_post80_away_corners,corner_diff,is_home_trailing,trailing_team,trailing_team_corners,trailing_team_corner_diff,leading_team_corner_diff,trailing_team_corners_70_75,leading_team_corners_70_75,trailing_team_corners_75_80,leading_team_corners_75_80,leading_team_corners_against_avg,trailing_team_corners_for_avg,trailing_team_corners_ft,leading_team_corners_ft,trailing_team_corners_pre80,leading_team_corners_pre80,trailing_team_fouls_70_75,leading_team_fouls_70_75,trailing_team_fouls_75_80,leading_team_fouls_75_80,trailing_team_fouls_ft,leading_team_fouls_ft,trailing_team_fouls_pre80,leading_team_fouls_pre80,leading_team_post80_corners_against_avg,trailing_team_post80_corners_for_avg,trailing_team_sending_off_70_75,leading_team_sending_off_70_75,trailing_team_sending_off_75_80,leading_team_sending_off_75_80,trailing_team_sending_off_ft,leading_team_sending_off_ft,trailing_team_sending_off_pre80,leading_team_sending_off_pre80,trailing_team_shots_70_75,leading_team_shots_70_75,trailing_team_shots_75_80,leading_team_shots_75_80,trailing_team_shots_ft,leading_team_shots_ft,trailing_team_shots_off_target_70_75,leading_team_shots_off_target_70_75,trailing_team_shots_off_target_75_80,leading_team_shots_off_target_75_80,trailing_team_shots_off_target_ft,leading_team_shots_off_target_ft,trailing_team_shots_off_target_pre80,leading_team_shots_off_target_pre80,trailing_team_shots_on_target_70_75,leading_team_shots_on_target_70_75,trailing_team_shots_on_target_75_80,leading_team_shots_on_target_75_80,trailing_team_shots_on_target_ft,leading_team_shots_on_target_ft,trailing_team_shots_on_target_pre80,leading_team_shots_on_target_pre80,trailing_team_shots_pre80,leading_team_shots_pre80,trailing_team_yellow_cards_70_75,leading_team_yellow_cards_70_75,trailing_team_yellow_cards_75_80,leading_team_yellow_cards_75_80,trailing_team_yellow_cards_ft,leading_team_yellow_cards_ft,trailing_team_yellow_cards_pre80,leading_team_yellow_cards_pre80,odds_ratio,trailing_team_urgency_to_attack,leading_team_urgency_to_attack,trailing_team_momentum_to_attack,leading_team_momentum_to_attack,trailing_team_attack_intensity,leading_team_attack_intensity,trailing_team_defensive_pressure,leading_team_defensive_pressure,trailing_team_shot_to_corner_ratio_pre_80,leading_team_shot_to_corner_ratio_pre_80,trailing_team_aggression_score_pre_80,leading_team_aggression_score_pre_80,trailing_team_probability,target
Aa7Tnn7b/,2014-04-26,2014,SP1,spain,Getafe,Malaga,2.28,3.4,3.7,1-0,1-0,h,1,19,26,9,2,8,0,1,1,0,1,3,11,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,3,0.0,away,2.0,2,1,0,0,0,0,5.973,4.529,7,4,5,3,0,1,1,2,18,13,14,12,0.481,0.648,0,0,1,0,1,1,1,1,1,0,0,1,12,8,1,0,0,1,10,5,10,5,0,0,0,0,2,3,2,2,12,7,0,0,1,1,5,8,3,6,1.623,0.27,0.439,-0.27,0.439,0,1,1,1,2.4,2.333,1.417,2.571,27.027,1
MDZYnY7C/,2014-04-26,2014,F1,france,Guingamp,Valenciennes,1.92,3.75,5.1,1-0,1-0,h,1,21,22,1,0,9,0,2,1,0,0,0,9,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,0,0.0,away,0.0,0,0,0,0,0,0,3.951,4.784,3,6,3,6,1,0,0,0,11,12,10,12,0.59,1.09,0,0,0,0,0,0,0,0,1,1,0,0,11,14,1,1,0,0,8,9,7,7,0,0,0,0,3,5,3,4,10,11,0,0,0,0,0,1,0,1,2.656,0.196,0.521,-0.196,-0.521,0,0,-1,0,3.333,1.833,1.0,1.182,19.608,0
QkrYfgtl/,2014-04-26,2014,E0,england,Fulham,Hull,2.45,3.5,3.3,2-1,2-2,h,1,13,10,4,0,7,0,0,0,0,2,0,9,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,2,0.0,away,0.0,0,2,0,0,0,0,5.513,3.764,2,7,2,5,0,0,0,0,5,7,5,5,0.915,0.337,0,0,0,0,0,0,0,0,0,0,2,0,8,10,0,0,2,0,4,7,4,5,0,0,0,0,4,3,2,2,6,7,0,0,0,0,3,1,3,1,1.347,0.303,0.408,0.606,0.0,2,0,0,0,3.0,1.4,1.333,0.857,30.303,0
YLYhjVfJ/,2014-04-26,2014,E0,england,West Brom,West Ham,1.91,3.94,4.6,1-0,1-0,h,1,27,16,0,0,13,1,0,2,0,0,2,13,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,0,0.0,away,0.0,0,0,1,0,0,0,3.047,4.38,6,7,6,7,1,1,0,2,8,14,4,12,0.248,0.581,0,0,0,0,0,0,0,0,0,0,0,0,8,19,0,0,0,0,5,13,5,13,0,0,0,0,3,6,3,6,8,19,0,0,0,0,1,0,0,0,2.408,0.217,0.524,-0.217,0.0,0,0,-1,1,1.333,2.714,0.5,0.632,21.739,0
fVZliBuD/,2014-04-26,2014,E0,england,Stoke City,Tottenham,3.75,3.68,2.22,0-1,0-1,a,-1,27,14,4,1,7,0,2,1,0,1,1,7,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,0,1.0,home,0.0,0,0,0,0,0,0,5.392,4.925,4,3,4,3,0,1,1,0,11,5,9,5,0.724,0.524,0,0,0,0,1,0,1,0,1,1,0,1,17,16,1,1,0,1,14,12,12,11,0,0,0,0,3,4,1,3,13,14,0,0,0,0,3,2,2,2,1.689,0.267,0.45,-0.267,0.0,0,1,1,-1,3.25,4.667,0.846,0.5,26.667,0
jTcd4Zxm/,2014-04-26,2014,F1,france,Nice,Stade de Reims,1.96,3.5,4.8,1-0,1-0,h,1,24,22,3,0,8,1,2,1,1,4,0,8,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,0,0.0,away,0.0,0,0,1,0,1,0,3.673,3.507,4,4,4,4,1,0,0,0,15,9,14,8,0.813,0.535,0,0,0,0,0,0,0,0,1,1,2,2,11,15,0,1,1,2,8,10,6,10,1,0,1,0,3,5,3,5,9,15,0,0,0,0,2,1,2,1,2.449,0.208,0.51,0.208,0.51,3,2,-1,0,2.25,3.75,1.778,0.6,20.833,0
l0yRlfw0/,2014-04-26,2014,F1,france,AC Ajaccio,AS Monaco,8.2,4.6,1.53,1-2,1-4,a,-1,22,19,2,0,10,0,2,1,0,0,0,10,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,0,1.0,home,0.0,0,0,0,0,0,0,4.798,3.687,4,6,4,6,0,1,0,0,14,10,11,8,0.654,0.654,0,0,0,0,0,0,0,0,1,1,0,0,11,14,1,0,0,0,7,8,7,7,0,1,0,0,4,6,4,4,11,11,0,0,0,0,3,1,2,0,5.359,0.122,0.654,-0.122,-0.654,0,0,0,-1,2.75,1.833,1.182,0.727,12.195,0
rNzVmEh6/,2014-04-26,2014,F1,france,Evian Thonon Gaillard,St Etienne,4.03,3.44,2.25,1-2,1-2,a,-1,22,11,3,0,7,1,0,2,0,0,0,7,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,0,1.0,home,0.0,0,0,0,1,0,0,5.353,4.076,3,4,3,4,1,1,0,0,10,5,6,5,0.987,0.709,0,0,0,0,2,0,0,0,0,0,0,0,9,17,0,0,0,0,7,11,5,9,0,0,0,0,2,6,2,6,7,15,1,0,0,0,5,1,3,0,1.791,0.248,0.444,0.0,-0.444,0,0,-1,-1,2.333,3.75,1.286,0.333,24.814,0
xCbpq46N/,2014-04-26,2014,SP1,spain,Real Betis,Real Sociedad,4.2,4.2,2.0,0-1,0-1,a,-1,21,16,2,0,13,1,1,1,1,2,2,16,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,3,1.0,home,3.0,3,0,0,1,1,0,6.443,6.221,8,8,5,8,0,1,0,2,8,13,6,10,1.046,0.713,0,0,0,0,0,0,0,0,0,1,2,0,14,9,0,0,1,0,12,6,10,6,0,1,1,0,2,3,2,3,12,9,0,0,0,0,2,0,2,0,2.1,0.238,0.5,0.714,-1.0,3,0,0,1,2.4,1.125,0.667,1.111,23.81,1
2Z3Ll8xn/,2014-04-27,2014,SP1,spain,Valencia,Atletico Madrid,6.0,4.25,1.68,0-1,0-1,a,-1,18,24,2,0,9,1,2,0,0,1,1,10,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,1,1.0,home,1.0,1,0,1,0,0,0,3.94,6.999,7,3,6,3,0,0,0,1,16,12,13,11,0.755,0.546,0,0,0,0,0,1,0,0,2,0,1,0,11,9,2,0,0,0,9,5,9,4,0,0,1,0,2,4,2,3,11,7,0,0,0,0,3,1,1,1,3.571,0.167,0.595,-0.334,0.0,1,0,0,1,1.833,2.333,1.273,1.714,16.667,1
4tsxfDef/,2014-04-27,2014,E0,england,Liverpool,Chelsea,1.73,4.35,5.8,0-1,0-2,a,-1,33,13,2,0,13,1,4,1,0,1,0,17,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,4,1.0,home,4.0,4,0,1,0,0,0,5.125,5.525,14,3,10,3,0,1,0,0,8,7,7,6,1.124,0.524,0,0,0,0,0,0,0,0,4,0,1,0,26,11,3,0,0,0,18,7,16,7,1,0,1,0,8,4,7,3,23,10,0,0,0,0,0,4,0,2,0.298,0.578,0.172,-2.312,0.0,1,0,0,-1,2.3,3.333,0.304,0.8,57.803,1
Sl1iYodD/,2014-04-27,2014,I1,italy,Atalanta,Genoa,2.26,3.34,4.0,0-1,1-1,a,-1,21,20,4,1,9,0,1,1,0,2,1,10,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,1,1.0,home,1.0,1,0,0,0,0,0,6.708,5.708,8,2,7,2,1,0,1,0,14,10,12,8,1.213,0.602,0,0,0,0,0,1,0,1,1,0,2,0,23,3,0,0,1,0,17,1,14,1,1,0,1,0,6,2,4,2,18,3,0,0,0,0,2,4,2,2,0.565,0.442,0.25,0.442,0.0,2,0,0,0,2.571,1.5,0.778,3.333,44.248,1
WK0Gx1ma/,2014-04-27,2014,I1,italy,Cagliari,Parma,3.5,3.6,2.35,1-0,1-0,h,1,20,16,3,1,10,1,3,0,0,0,1,14,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,4,0.0,away,4.0,4,0,0,1,0,0,4.697,4.53,9,5,5,5,0,0,0,1,13,8,10,6,0.872,0.872,0,0,0,0,1,0,1,0,2,1,0,0,20,8,1,1,0,0,16,5,9,5,1,0,0,0,4,3,3,3,12,8,0,0,0,0,2,2,2,1,0.671,0.426,0.286,-0.852,-0.572,0,0,0,1,2.4,1.6,1.0,0.875,42.553,1
YwKIomt4/,2014-04-27,2014,D1,germany,Schalke 04,Borussia Monchengladbach,2.14,3.85,3.84,0-1,0-1,a,-1,24,10,1,0,16,0,0,2,0,2,0,20,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,4,1.0,home,2.0,2,2,0,0,0,0,5.736,4.951,12,8,10,6,2,0,0,0,11,1,10,0,0.766,0.408,0,0,0,0,0,0,0,0,0,0,2,0,17,12,0,0,2,0,11,6,8,5,0,0,0,0,6,6,6,5,14,10,1,0,0,0,2,0,1,0,0.557,0.467,0.26,0.934,0.0,2,0,-2,0,1.4,1.667,0.786,0.0,46.729,1
fNmpz8R0/,2014-04-27,2014,I1,italy,Sampdoria,Chievo Verona,2.36,3.35,3.65,0-1,2-1,a,-1,13,20,5,1,8,0,0,1,0,0,0,9,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,1,1.0,home,0.0,0,1,0,0,0,0,5.986,5.208,5,4,5,3,0,1,0,0,11,15,10,10,1.213,0.602,0,0,0,0,1,0,1,0,0,0,0,0,12,6,0,0,0,0,7,4,7,3,0,0,0,0,5,2,2,1,9,4,0,0,0,0,1,5,1,4,0.647,0.424,0.274,0.0,0.0,0,0,0,-1,1.8,1.333,1.222,3.5,42.373,0
fmgkrOLT/,2014-04-27,2014,SP1,spain,Espanyol,Almeria,1.67,4.25,6.4,1-2,1-2,a,-1,16,21,7,1,9,0,1,0,1,1,0,10,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,1,1.0,home,1.0,1,0,0,0,1,0,7.277,4.666,7,3,6,3,0,0,0,0,13,13,10,11,0.935,0.879,0,0,0,0,2,0,1,0,0,1,1,0,9,10,0,0,1,0,6,8,4,7,0,1,0,0,3,2,3,2,7,9,0,0,0,0,6,3,5,2,0.261,0.599,0.156,1.198,-0.156,2,0,0,0,1.167,3.0,2.143,1.444,59.88,1
vkUwnhNI/,2014-04-27,2014,F1,france,Lille,Bordeaux,1.72,3.84,6.5,2-1,2-1,h,1,19,26,2,0,8,0,2,3,0,0,2,12,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,4,0.0,away,2.0,2,2,0,0,0,0,3.673,4.478,4,8,2,6,2,1,2,0,18,12,16,10,0.424,0.625,0,0,0,0,0,0,0,0,2,0,0,0,9,16,1,0,0,0,7,7,5,5,1,0,0,0,2,9,2,7,7,12,0,0,0,0,1,2,1,1,3.779,0.154,0.581,-0.308,0.0,0,0,0,-1,3.5,2.0,2.429,0.917,15.385,1
Gze81XM5/,2014-05-02,2014,F1,france,Bastia,Lille,6.6,4.15,1.68,0-1,1-1,a,-1,18,17,2,0,7,0,1,1,1,1,0,7,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,0,1.0,home,0.0,0,0,0,0,1,0,4.687,4.631,6,1,6,1,0,1,0,0,10,11,8,9,0.82,0.543,0,0,0,0,0,0,0,0,1,0,1,0,10,11,1,0,1,0,8,7,8,6,0,0,0,0,2,4,0,4,8,10,0,1,0,0,1,1,1,1,3.929,0.152,0.595,0.152,0.0,2,0,0,-1,1.333,10.0,1.125,1.0,15.152,0
6RM705yb/,2014-05-03,2014,SP1,spain,Malaga,Elche,2.12,3.55,4.1,0-1,0-1,a,-1,14,23,4,1,5,0,1,1,0,0,-1,9,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,4,1.0,home,4.0,4,0,0,0,0,0,5.499,5.388,7,2,3,2,1,0,-1,0,18,11,13,10,0.713,0.713,0,0,0,0,0,2,0,1,0,1,0,0,7,10,0,0,0,0,5,7,3,6,0,1,0,0,2,3,2,3,5,9,0,0,0,0,1,4,1,3,0.517,0.472,0.244,0.0,-0.244,0,0,-2,0,1.667,4.5,2.8,1.444,47.17,1
8dY0bQP9/,2014-05-03,2014,D1,germany,Borussia Dortmund,TSG Hoffenheim,1.32,7.8,10.0,3-2,3-2,h,1,24,32,1,0,8,0,1,1,0,0,3,10,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,2,0.0,away,2.0,2,0,0,0,0,0,2.085,3.68,5,5,3,5,1,0,3,0,22,15,19,13,0.113,0.506,0,0,0,0,0,0,0,0,1,0,0,0,12,16,1,0,0,0,9,6,6,6,0,0,0,0,3,10,2,10,8,16,0,0,0,0,1,0,1,0,7.576,0.1,0.758,-0.1,0.0,0,0,2,0,2.667,3.2,2.5,0.812,10.0,1
C66F7WPg/,2014-05-03,2014,E0,england,Everton,Manchester City,5.2,4.55,1.75,2-3,2-3,a,-1,25,10,2,0,5,1,3,0,0,0,1,7,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,2,1.0,home,1.0,1,1,0,1,0,0,4.43,7.742,4,3,3,2,0,0,0,1,3,9,1,9,0.429,1.367,0,0,0,0,0,0,0,0,0,3,0,0,9,18,0,3,0,0,5,12,5,11,0,0,0,0,4,6,3,6,8,17,0,0,0,0,0,3,0,2,2.971,0.192,0.571,0.0,-2.284,0,0,0,1,2.667,8.5,0.125,0.647,19.231,1
Kj0N65cj/,2014-05-03,2014,E0,england,Newcastle,Cardiff,2.02,4.1,4.45,1-0,3-0,h,1,31,12,1,0,13,0,1,1,2,2,1,16,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,3,0.0,away,1.0,1,2,0,0,1,1,4.919,4.294,6,10,5,8,1,0,1,0,6,8,5,7,0.608,0.983,0,0,0,0,0,0,0,0,1,0,1,1,16,22,1,0,1,1,14,16,13,13,0,0,0,0,2,6,2,3,15,16,0,0,0,0,0,1,0,1,2.203,0.225,0.495,0.225,0.99,2,2,0,0,3.0,2.0,0.333,0.5,22.472,1
jc5J6ju0/,2014-05-03,2014,E0,england,Manchester Utd,Sunderland,1.46,5.5,8.0,0-1,0-1,a,-1,20,18,2,0,8,0,3,2,0,0,1,8,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,0,1.0,home,0.0,0,0,0,0,0,0,6.367,5.792,8,0,8,0,0,2,1,0,10,12,7,11,1.179,0.724,0,0,0,0,0,0,0,0,1,2,0,0,17,8,1,2,0,0,15,7,13,4,0,0,0,0,2,1,2,1,15,5,0,0,0,0,2,1,1,1,0.182,0.685,0.125,-0.685,-0.25,0,0,1,-2,1.875,inf,0.533,2.4,68.493,0
pILBaPj4/,2014-05-03,2014,SP1,spain,Barcelona,Getafe,1.08,20.0,57.0,2-1,2-2,h,1,26,14,4,0,14,0,2,0,1,1,0,14,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,0,0.0,away,0.0,0,0,0,0,1,0,4.084,4.529,3,11,3,11,0,0,0,0,6,12,5,9,0.648,0.426,0,0,0,0,0,0,0,0,1,1,0,1,8,20,0,1,0,1,3,12,2,12,1,0,0,0,5,8,4,8,6,20,0,0,0,0,3,3,2,2,52.778,0.018,0.926,0.0,0.0,1,1,0,0,2.0,1.818,1.167,0.55,1.754,0
pt0fi1bp/,2014-05-03,2014,SP1,spain,Real Valladolid,Espanyol,2.15,3.7,4.2,1-0,1-0,h,1,16,25,4,1,9,0,0,2,1,2,3,12,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,3,0.0,away,1.0,1,2,0,0,0,1,4.148,5.084,8,4,7,2,1,1,1,2,16,12,14,11,0.627,0.87,1,0,0,0,1,0,1,0,0,0,0,2,9,11,0,0,0,0,6,7,4,5,0,0,0,2,3,4,3,4,7,9,2,0,0,0,3,3,3,1,1.953,0.238,0.465,0.0,1.395,0,3,0,1,1.0,4.5,2.429,1.333,23.81,1
zP3tvdve/,2014-05-03,2014,D1,germany,Werder Bremen,Hertha Berlin,3.03,3.8,2.52,1-0,2-0,h,1,20,27,4,0,16,1,0,1,2,2,1,16,0,0,1,0,0,9.502,5.308,4.194,1.302,0.718,0.585,0,0.0,away,0.0,0,0,1,0,1,1,6.762,3.68,11,5,11,5,1,0,0,1,17,18,13,14,0.787,0.306,0,0,0,0,0,0,0,0,0,0,0,2,11,12,0,0,0,2,7,8,7,7,0,0,0,0,4,4,4,2,11,9,0,0,0,0,1,3,1,3,0.832,0.397,0.33,0.0,0.99,1,3,-1,1,1.0,1.8,1.273,1.889,39.683,0
0lrsF4ji/,2014-05-04,2014,SP1,spain,Real Madrid,Valencia,1.15,12.13,20.11,1-2,2-2,a,-1,36,16,3,0,10,0,2,1,1,4,2,11,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,1,1.0,home,1.0,1,0,0,0,1,0,6.332,6.499,10,1,9,1,1,0,0,2,10,8,8,8,0.713,0.713,0,0,0,0,0,0,0,0,2,0,4,0,32,8,2,0,3,0,21,3,18,3,0,0,1,0,11,5,10,5,28,8,0,1,0,0,1,3,1,2,0.057,0.87,0.05,2.61,0.0,5,0,-1,2,3.111,8.0,0.321,1.25,86.957,1
EVdpaaI4/,2014-05-04,2014,F1,france,Valenciennes,Bordeaux,2.92,3.55,2.79,0-1,0-1,a,-1,23,25,3,0,4,1,4,0,0,1,2,5,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,1,1.0,home,1.0,1,0,0,1,0,0,5.187,7.187,3,2,2,2,0,0,2,0,19,13,16,9,0.987,1.209,0,0,0,0,0,0,0,0,1,3,0,1,12,13,1,1,0,1,7,9,6,9,0,2,0,0,5,4,4,4,10,13,0,0,1,0,2,1,2,1,1.047,0.342,0.358,-0.342,-1.074,0,1,2,0,5.0,6.5,1.8,0.769,34.247,1
MySzFEXJ/,2014-05-04,2014,E0,england,Arsenal,West Brom,1.42,5.4,9.0,1-0,1-0,h,1,21,13,1,0,15,0,2,0,0,1,0,19,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,4,0.0,away,3.0,3,1,0,0,0,0,3.356,4.113,10,9,7,8,0,0,0,0,6,8,5,8,0.358,0.781,0,0,0,0,0,0,0,0,1,1,0,1,11,15,1,1,0,1,10,11,7,10,0,0,0,0,1,4,1,3,8,13,0,0,0,0,2,2,0,1,6.338,0.111,0.704,-0.111,0.0,0,1,0,0,1.143,1.625,0.625,0.692,11.111,1
OEPgjKHb/,2014-05-04,2014,I1,italy,Parma,Sampdoria,1.5,4.67,9.0,1-0,2-0,h,1,19,27,3,0,9,1,1,1,0,1,0,10,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,1,0.0,away,1.0,1,0,0,1,0,0,4.586,3.697,5,5,4,5,0,1,0,0,15,16,13,14,0.705,0.872,0,0,0,0,0,0,0,0,1,0,0,1,10,12,1,0,0,1,6,6,6,4,0,0,0,0,4,6,4,5,10,9,0,0,0,0,1,3,1,2,6.0,0.111,0.667,-0.111,0.0,0,1,0,-1,2.5,1.8,1.4,1.778,11.111,1
bapD0ixC/,2014-05-04,2014,F1,france,Lorient,AC Ajaccio,1.45,5.4,9.0,1-0,1-0,h,1,15,19,1,1,7,1,0,3,0,0,2,7,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,0,0.0,away,0.0,0,0,1,0,0,0,4.062,2.784,1,6,1,6,2,1,2,0,15,10,12,7,0.257,0.535,0,0,0,0,0,1,0,1,0,0,0,0,7,10,0,0,0,0,5,9,5,7,0,0,0,0,2,1,2,1,7,8,0,0,0,0,2,0,1,0,6.207,0.111,0.69,-0.111,0.0,0,0,0,-1,7.0,1.333,1.857,0.875,11.111,0
dSN1lbnB/,2014-05-04,2014,I1,italy,Chievo Verona,Torino,3.75,3.4,2.3,0-1,0-1,a,-1,25,15,5,1,10,0,1,1,0,0,1,11,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,1,1.0,home,0.0,0,1,0,0,0,0,5.708,5.097,3,8,3,7,0,1,0,1,9,8,9,6,0.602,0.824,0,0,0,0,1,0,1,0,0,1,0,0,7,21,0,1,0,0,6,17,6,15,0,0,0,0,1,3,1,2,7,18,0,1,0,0,4,1,4,1,1.63,0.267,0.435,0.0,-0.435,0,0,0,0,2.333,2.571,1.857,0.389,26.667,0
ldXtgMXu/,2014-05-04,2014,I1,italy,AC Milan,Internazionale,2.5,3.65,3.15,1-0,1-0,h,1,18,27,3,0,10,1,2,0,0,1,1,10,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,0,0.0,away,0.0,0,0,1,0,0,0,4.53,5.419,5,5,5,5,0,0,1,0,14,16,13,14,0.76,0.649,0,0,0,0,0,0,0,0,1,1,0,1,7,14,1,1,0,1,7,10,5,10,0,0,0,0,0,4,0,3,5,13,0,0,1,0,3,3,2,1,1.26,0.317,0.4,-0.634,0.0,0,1,1,0,1.0,2.6,3.0,1.154,31.746,0
nJ5T2sJu/,2014-05-04,2014,F1,france,Stade de Reims,Evian Thonon Gaillard,2.7,3.4,3.0,1-0,1-0,h,1,19,31,4,0,5,0,0,1,0,3,2,7,0,0,0,0,1,9.48,5.359,4.12,1.393,0.767,0.625,2,0.0,away,1.0,1,1,0,0,0,0,4.84,3.84,3,4,2,3,1,0,1,1,16,17,15,16,0.813,0.701,0,0,0,0,0,0,0,0,0,0,1,2,11,15,0,0,0,1,7,11,6,9,0,0,1,1,4,4,1,3,7,12,0,0,0,0,1,4,1,3,1.111,0.333,0.37,0.333,0.74,1,2,0,1,3.5,4.0,2.286,1.583,33.333,1
4YbOzuIB/,2014-05-05,2014,I1,italy,Juventus,Atalanta,1.44,5.7,11.0,1-0,1-0,h,1,26,23,1,0,7,0,1,1,1,0,1,8,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,1,0.0,away,1.0,1,0,0,0,1,0,3.419,4.141,5,3,4,3,1,0,0,1,10,16,8,15,0.372,0.427,0,0,0,0,0,0,0,0,0,1,0,0,9,19,0,0,0,0,7,15,7,14,0,1,0,0,2,4,1,4,8,18,1,0,0,0,1,0,1,0,7.639,0.091,0.694,0.091,-0.694,1,0,-1,1,2.0,6.0,1.125,0.833,9.091,1
Ec9OdNzN/,2014-05-05,2014,SP1,spain,Real Sociedad,Granada,1.79,4.11,5.4,1-0,1-1,h,1,28,18,5,2,13,0,1,0,0,1,0,14,0,1,0,0,0,10.496,5.982,4.514,1.491,0.831,0.66,1,0.0,away,0.0,0,1,0,0,0,0,5.473,4.417,5,9,5,8,0,0,0,0,11,11,9,9,0.814,0.426,0,0,0,0,1,1,1,1,1,0,0,1,15,21,1,0,0,0,12,16,9,13,0,0,0,1,3,5,2,4,11,17,0,0,0,0,5,1,4,1,3.017,0.185,0.559,-0.185,0.559,0,1,0,0,2.2,2.125,1.182,0.588,18.519,0
Iq7B8CAm/,2014-05-05,2014,E0,england,Crystal Palace,Liverpool,9.1,6.0,1.41,2-3,3-3,a,-1,31,14,5,0,10,0,0,0,1,4,1,14,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,4,1.0,home,2.0,2,2,0,0,0,1,4.68,4.93,7,7,5,5,0,0,0,1,6,10,5,9,0.554,0.304,0,0,0,0,0,0,0,0,0,0,2,2,10,26,0,0,1,1,4,17,2,16,0,0,1,1,6,9,5,8,7,24,0,0,0,0,2,3,2,3,6.454,0.11,0.709,0.22,2.127,2,3,0,1,1.4,4.8,1.0,0.5,10.989,1
IyPckvX4/,2014-05-06,2014,I1,italy,Fiorentina,Sassuolo,1.9,3.96,4.7,3-4,3-4,a,-1,34,13,5,0,8,0,2,2,1,2,0,10,0,0,0,1,0,10.288,5.747,4.54,1.517,0.829,0.688,2,1.0,home,2.0,2,0,0,0,1,0,5.597,6.43,7,3,5,3,1,1,0,0,7,12,3,10,0.657,1.324,0,0,0,0,0,0,0,0,1,1,1,1,24,16,0,1,1,1,17,10,12,10,1,0,0,0,7,6,6,6,18,16,0,0,0,0,3,3,2,3,0.404,0.526,0.213,0.526,0.0,2,1,-1,-1,3.6,5.333,0.278,0.812,52.632,1
vLWH2prc/,2014-05-06,2014,E0,england,Manchester Utd,Hull,1.47,5.4,8.1,2-1,3-1,h,1,15,17,2,0,7,0,0,1,0,2,0,8,1,0,0,0,0,10.577,5.875,4.702,1.586,0.865,0.721,1,0.0,away,0.0,0,1,0,0,0,0,3.669,3.731,0,8,0,7,0,1,0,0,8,13,6,11,0.795,0.42,0,0,0,0,0,0,0,0,0,0,1,1,2,18,0,0,0,1,0,11,0,9,0,0,1,0,2,7,2,4,2,13,0,0,0,0,1,1,1,1,5.51,0.123,0.68,0.123,0.68,1,1,0,-1,inf,1.857,3.5,0.923,12.346,0
