id_odsp,date,season,league,country,home_team,away_team,odd_h,odd_d,odd_a,score_pre_80,score_ft,game_state_80,goal_diff_80,home_shots_pre80,away_shots_pre80,home_fouls_pre80,away_fouls_pre80,home_corners_pre80,away_corners_pre80,home_yellow_cards_pre80,away_yellow_cards_pre80,home_sending_off_pre80,away_sending_off_pre80,home_corners_70_75,away_corners_70_75,home_shots_70_75,away_shots_70_75,home_fouls_70_75,away_fouls_70_75,home_corners_75_80,away_corners_75_80,home_shots_75_80,away_shots_75_80,home_fouls_75_80,away_fouls_75_80,odd_h,odd_d,odd_a,total_shots_pre_80,total_fouls_pre_80,total_yellow_cards_pre_80,total_sending_off_pre_80,total_corners_pre_80,total_corners_70_75,total_shots_70_75,total_fouls_70_75,total_corners_75_80,total_shots_75_80,total_fouls_75_80,odds_ratio,shot_to_corner_ratio_pre_80,home_urgency_to_attack,away_urgency_to_attack,home_momentum_to_attack,away_momentum_to_attack,attack_intensity,defensive_pressure,home_corner_diff,away_corner_diff,corner_diff,target
fyax9xeS/,2014-01-13,2014,SP1,spain,Villarreal,Real Sociedad,2.06,3.7,4.1,5-1,5-1,h,4,19,7,14,11,8,4,2,4,0,0,0,0,1,0,1,1,0,0,1,0,0,2,2.06,3.7,4.1,26,25,6,0,12,0,1,2,0,1,2,0.502,2.167,0.0,0.0,0.0,0.0,0,0,0,1,1,1
pSx02Zy4/,2014-01-13,2014,I1,italy,Sampdoria,Udinese,2.78,3.1,3.3,2-0,3-0,h,2,15,2,16,16,4,5,4,7,1,2,0,0,0,0,2,0,0,0,1,1,0,0,2.78,3.1,3.3,17,32,11,3,9,0,0,2,0,2,0,0.842,1.889,0.0,0.152,0.0,0.152,0,-2,1,1,2,1
tWJDZWeK/,2014-01-13,2014,E0,england,Aston Villa,Arsenal,8.5,4.67,1.52,1-2,1-2,a,-1,9,7,10,7,2,4,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8.5,4.67,1.52,16,17,2,0,6,0,1,0,1,0,0,5.592,2.667,0.118,0.0,-0.118,0.0,1,0,1,1,2,1
ARqyQUVJ/,2014-01-17,2014,SP1,spain,Malaga,Valencia,2.88,3.45,2.82,0-0,0-0,d,0,14,10,15,16,5,3,2,4,0,0,0,0,1,0,1,1,1,0,0,0,0,1,2.88,3.45,2.82,24,31,6,0,8,0,1,2,1,0,1,1.021,3.0,0.495,0.505,0.0,0.0,0,-1,0,2,2,1
t4JIUMX8/,2014-01-17,2014,F1,france,St Etienne,Lille,2.5,3.2,3.7,2-0,2-0,h,2,11,10,13,11,2,6,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,2.5,3.2,3.7,21,24,1,1,8,0,1,0,0,2,1,0.676,2.625,0.0,0.135,0.0,-0.135,0,1,0,1,1,1
0d2p37O6/,2014-01-18,2014,SP1,spain,Elche,Rayo Vallecano,2.47,3.44,3.4,2-0,2-0,h,2,14,5,11,5,7,1,2,2,0,1,0,0,1,1,0,1,0,0,1,0,0,0,2.47,3.44,3.4,19,16,4,1,8,0,2,1,0,1,0,0.726,2.375,0.0,0.147,0.0,-0.147,0,-1,0,0,0,0
2DKEV2I2/,2014-01-18,2014,F1,france,Stade Rennes,Evian Thonon Gaillard,1.8,3.79,5.4,0-0,0-0,d,0,10,10,6,9,7,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.8,3.79,5.4,20,15,2,0,10,0,1,0,0,1,0,0.333,2.0,0.75,0.25,-0.75,0.25,0,0,2,1,3,1
61kjDjjM/,2014-01-18,2014,I1,italy,Juventus,Sampdoria,1.2,8.4,23.0,4-2,4-2,h,2,15,17,7,9,3,9,1,3,0,0,0,0,1,1,0,2,0,0,2,0,1,1,1.2,8.4,23.0,32,16,4,0,12,0,2,2,0,2,2,0.052,2.667,0.0,0.022,0.0,-0.022,0,0,0,1,1,1
EccfnAuQ/,2014-01-18,2014,E0,england,Crystal Palace,Stoke City,2.34,3.34,3.7,1-0,1-0,h,1,5,12,7,9,4,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2.34,3.34,3.7,17,16,0,0,6,0,1,1,0,0,1,0.632,2.833,0.0,0.27,0.0,-0.27,0,0,0,1,1,1
EuW2Pcu9/,2014-01-18,2014,SP1,spain,Espanyol,Celta Vigo,2.0,3.55,5.0,0-0,1-0,d,0,6,10,12,10,3,8,1,1,0,0,1,0,2,0,0,1,0,1,1,0,0,1,2.0,3.55,5.0,16,22,2,0,11,1,2,1,1,1,1,0.4,1.455,0.714,0.286,-1.428,0.286,0,0,0,0,0,0
I7wkFsYL/,2014-01-18,2014,F1,france,Bastia,Bordeaux,3.21,3.27,2.75,1-0,1-0,h,1,10,13,9,10,4,4,2,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3.21,3.27,2.75,23,19,3,0,8,0,1,0,0,1,1,1.167,2.875,0.0,0.364,0.0,-0.364,1,1,0,1,1,1
KvzNsUms/,2014-01-18,2014,E0,england,Liverpool,Aston Villa,1.24,8.6,17.0,2-2,2-2,d,0,14,11,9,17,2,3,0,3,0,0,0,1,0,1,1,0,0,0,1,0,0,2,1.24,8.6,17.0,25,26,3,0,5,1,1,1,0,1,2,0.073,5.0,0.932,0.068,0.932,-0.136,0,1,0,0,0,0
OS8NTtmF/,2014-01-18,2014,F1,france,Sochaux,Montpellier,3.42,3.3,2.7,0-2,0-2,a,-2,5,10,11,4,1,4,1,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,3.42,3.3,2.7,15,15,1,1,5,0,-1,0,0,0,0,1.267,3.0,0.146,0.0,0.0,0.0,0,0,0,0,0,0
OrVjobVC/,2014-01-18,2014,E0,england,Manchester City,Cardiff,1.13,13.0,34.0,4-1,4-2,h,3,18,4,4,4,6,5,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.13,13.0,34.0,22,8,2,0,11,0,0,0,0,2,0,0.033,2.0,0.0,0.0,0.0,0.0,0,0,4,2,6,1
S4wVu8Ig/,2014-01-18,2014,E0,england,Sunderland,Southampton,3.14,3.36,2.7,2-2,2-2,d,0,7,17,6,7,3,7,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,3.14,3.36,2.7,24,13,2,0,10,0,0,1,1,2,1,1.163,2.4,0.462,0.538,1.386,0.0,0,0,1,0,1,1
StTO8uBk/,2014-01-18,2014,F1,france,Nice,AC Ajaccio,1.8,3.75,5.8,1-0,2-0,h,1,11,12,18,14,5,1,2,2,0,0,0,0,0,1,2,0,0,0,2,1,1,0,1.8,3.75,5.8,23,32,4,0,6,0,1,2,0,3,1,0.31,3.833,0.0,0.172,0.0,0.0,3,-1,0,1,1,1
WGAT6kPs/,2014-01-18,2014,SP1,spain,Granada,Osasuna,2.03,3.45,5.1,0-0,0-0,d,0,14,8,9,9,6,0,1,3,0,0,0,0,0,0,0,2,0,0,1,0,0,1,2.03,3.45,5.1,22,18,4,0,6,0,0,2,0,1,1,0.398,3.667,0.715,0.285,0.715,0.0,0,-1,1,0,1,1
YsvRtl3m/,2014-01-18,2014,E0,england,Norwich City,Hull,2.68,3.35,3.25,0-0,1-0,d,0,20,7,4,14,7,6,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.68,3.35,3.25,27,18,4,0,13,0,0,1,0,0,0,0.825,2.077,0.548,0.452,0.0,0.0,0,-1,2,1,3,1
dbxgE1mS/,2014-01-18,2014,F1,france,Lorient,Guingamp,2.0,3.4,4.7,2-0,2-0,h,2,10,13,10,7,2,5,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,2.0,3.4,4.7,23,17,2,0,7,0,1,0,0,2,2,0.426,3.286,0.0,0.106,-0.0,0.212,0,2,0,0,0,0
fim0OHfF/,2014-01-18,2014,SP1,spain,Real Betis,Real Madrid,14.0,7.6,1.28,0-4,0-5,a,-4,5,15,16,11,0,5,3,1,0,0,0,0,0,1,2,1,0,0,0,0,1,2,14.0,7.6,1.28,20,27,4,0,5,0,1,3,0,0,3,10.938,4.0,0.0,0.0,0.0,-0.0,0,0,0,1,1,1
n7gWwnm6/,2014-01-18,2014,E0,england,West Ham,Newcastle,3.1,3.6,2.54,1-2,1-3,a,-1,11,17,5,6,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3.1,3.6,2.54,28,11,0,0,6,0,0,1,0,1,1,1.22,4.667,0.323,0.0,0.0,0.0,1,0,1,0,1,1
ni58O6mJ/,2014-01-18,2014,E0,england,Arsenal,Fulham,1.22,8.4,18.0,2-0,2-0,h,2,20,4,4,6,4,3,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1.22,8.4,18.0,24,10,0,0,7,1,2,0,0,1,0,0.068,3.429,0.0,0.028,-0.0,0.028,0,0,0,1,1,1
xM1wGh63/,2014-01-18,2014,I1,italy,AS Roma,Livorno,1.2,8.2,23.0,3-0,3-0,h,3,20,4,14,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.2,8.2,23.0,24,20,0,0,8,0,0,0,0,1,0,0.052,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
8M5h1ogJ/,2014-01-19,2014,SP1,spain,Levante,Barcelona,19.75,9.8,1.17,1-1,1-1,d,0,5,14,5,10,2,6,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,19.75,9.8,1.17,19,15,1,0,8,0,1,0,0,1,0,16.88,2.375,0.056,0.944,0.056,-0.944,0,0,0,2,2,1
A5IT7aQe/,2014-01-19,2014,F1,france,Paris Saint-Germain,Nantes,1.22,7.8,18.4,5-0,5-0,h,5,14,4,3,5,3,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.22,7.8,18.4,18,8,1,0,5,0,1,0,1,0,0,0.066,3.6,0.0,0.0,-0.0,0.0,0,0,1,1,2,1
AF9ihkEd/,2014-01-19,2014,I1,italy,Genoa,Internazionale,5.4,3.85,1.85,0-0,1-0,d,0,11,9,11,8,7,5,4,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,5.4,3.85,1.85,20,19,5,0,12,2,1,1,0,0,1,2.919,1.667,0.255,0.745,-0.255,-1.49,0,0,3,0,3,1
CvUGbiyT/,2014-01-19,2014,I1,italy,Atalanta,Cagliari,2.52,3.23,3.6,1-0,1-0,h,1,11,11,6,6,3,4,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,2.52,3.23,3.6,22,12,1,0,7,1,1,0,0,1,1,0.7,3.143,0.0,0.278,-0.0,0.0,1,1,1,1,2,1
EmGrfBqp/,2014-01-19,2014,I1,italy,Catania,Fiorentina,4.7,3.83,1.94,0-3,0-3,a,-3,9,12,16,8,3,3,2,1,0,0,0,0,1,0,0,2,0,0,1,0,1,0,4.7,3.83,1.94,21,24,3,0,6,0,1,2,0,1,1,2.423,3.5,0.0,0.0,0.0,0.0,0,-1,0,0,0,0
KpirFCL9/,2014-01-19,2014,I1,italy,Bologna,Napoli,6.2,4.05,1.71,1-2,2-2,a,-1,6,10,20,12,3,5,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6.2,4.05,1.71,16,32,6,0,8,1,1,0,0,0,0,3.626,2.0,0.161,0.0,0.0,-0.0,0,0,2,0,2,1
M53t4m90/,2014-01-19,2014,SP1,spain,Getafe,Real Sociedad,3.6,3.66,2.4,2-2,2-2,d,0,16,7,18,10,8,3,5,2,1,0,0,0,1,0,1,1,0,0,1,1,0,1,3.6,3.66,2.4,23,28,7,1,11,0,1,2,0,2,1,1.5,2.091,0.4,0.6,0.0,0.6,0,-1,1,0,1,1
OIcZGYjc/,2014-01-19,2014,I1,italy,Udinese,Lazio,2.61,3.23,3.45,2-1,2-3,h,1,9,17,7,13,3,2,1,5,0,1,0,0,0,1,2,0,0,1,0,2,0,1,2.61,3.23,3.45,26,20,6,1,5,0,1,2,1,2,1,0.757,5.2,0.0,0.29,0.0,0.58,3,-1,0,0,0,0
UV6l2RwD/,2014-01-19,2014,SP1,spain,Atletico Madrid,Sevilla,1.37,6.0,12.0,1-1,1-1,d,0,14,10,9,11,5,3,2,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1.37,6.0,12.0,24,20,3,0,8,0,2,0,1,0,1,0.114,3.0,0.898,0.102,0.898,-0.204,0,1,2,0,2,1
WOAmgVbj/,2014-01-19,2014,I1,italy,AC Milan,Hellas Verona,1.4,5.4,11.35,0-0,1-0,d,0,24,8,8,9,4,4,2,0,0,0,1,0,2,2,1,0,0,0,0,0,1,0,1.4,5.4,11.35,32,17,2,0,8,1,4,1,0,0,1,0.123,4.0,0.89,0.11,-2.67,-0.22,0,0,1,4,5,1
byjnEWzG/,2014-01-19,2014,I1,italy,Chievo Verona,Parma,3.3,3.14,2.7,1-1,1-2,d,0,6,6,8,11,2,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.3,3.14,2.7,12,19,4,0,3,0,0,0,0,1,1,1.222,4.0,0.45,0.55,0.45,0.0,0,1,1,0,1,1
ldHX6Ju2/,2014-01-19,2014,F1,france,Stade de Reims,Lyon,3.55,3.44,2.5,0-1,0-2,a,-1,8,8,10,11,3,4,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3.55,3.44,2.5,16,21,2,0,7,0,1,2,0,0,0,1.42,2.286,0.282,0.0,-0.282,0.0,0,-2,0,1,1,1
phlfCA5S/,2014-01-19,2014,I1,italy,Sassuolo,Torino,2.98,3.4,2.66,0-2,0-2,a,-2,12,6,13,14,6,4,2,2,0,0,1,0,0,0,0,1,1,0,0,0,2,0,2.98,3.4,2.66,18,27,4,0,10,1,0,1,1,0,2,1.12,1.8,0.168,0.0,0.0,0.0,0,1,3,0,3,1
pj7ER6ZF/,2014-01-19,2014,E0,england,Swansea,Tottenham,3.3,3.55,2.42,1-3,1-3,a,-2,13,9,5,5,8,2,2,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3.3,3.55,2.42,22,10,3,0,10,0,1,2,0,0,0,1.364,2.2,0.152,0.0,-0.152,0.0,0,-2,0,0,0,0
vsEy5Tgf/,2014-01-19,2014,SP1,spain,Villarreal,Almeria,1.3,6.6,13.0,1-0,2-0,h,1,9,12,12,11,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.3,6.6,13.0,21,23,2,0,12,0,0,0,0,0,1,0.1,1.75,0.0,0.077,0.0,0.0,0,1,1,0,1,1
z5yiCEHs/,2014-01-19,2014,F1,france,Toulouse,AS Monaco,5.0,3.5,2.05,0-1,0-2,a,-1,12,11,7,20,6,4,1,2,0,0,1,0,0,0,0,0,2,0,0,0,0,2,5.0,3.5,2.05,23,27,3,0,10,1,0,0,2,0,2,2.439,2.3,0.2,0.0,0.2,0.0,2,2,0,1,1,1
z7bjmjQJ/,2014-01-19,2014,E0,england,Chelsea,Manchester Utd,1.76,4.1,6.0,3-1,3-1,h,2,13,9,13,13,5,4,1,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1.76,4.1,6.0,22,26,3,0,9,0,0,1,0,2,0,0.293,2.444,0.0,0.083,0.0,0.166,0,-1,0,0,0,0
6exZvSXa/,2014-01-20,2014,E0,england,West Brom,Everton,4.3,3.6,2.05,1-1,1-1,d,0,12,11,13,9,4,2,3,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,4.3,3.6,2.05,23,22,4,0,6,1,2,0,0,1,0,2.098,3.833,0.323,0.677,-0.323,-0.677,0,0,0,0,0,0
QwAX59vl/,2014-01-20,2014,SP1,spain,Athletic Bilbao,Real Valladolid,1.41,5.4,10.15,2-1,4-2,h,1,20,5,5,10,11,0,1,3,0,0,0,0,0,1,0,2,0,0,0,0,1,1,1.41,5.4,10.15,25,15,4,0,11,0,1,2,0,0,2,0.139,2.273,0.0,0.099,0.0,-0.099,0,0,0,0,0,0
4pT78WG6/,2014-01-24,2014,F1,france,Lille,Stade Rennes,1.72,3.9,6.7,1-1,1-1,d,0,18,7,5,15,10,0,1,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,1.72,3.9,6.7,25,20,1,0,10,0,3,2,0,0,0,0.257,2.5,0.796,0.204,-1.592,-0.204,0,-2,1,0,1,1
KSNoUhUm/,2014-01-24,2014,D1,germany,Borussia Monchengladbach,Bayern Munich,7.5,4.85,1.55,0-2,0-2,a,-2,10,22,7,5,4,5,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,7.5,4.85,1.55,32,12,2,0,9,0,0,0,1,2,1,4.839,3.556,0.067,0.0,0.134,0.0,0,1,1,0,1,1
Qik6K8gs/,2014-01-24,2014,SP1,spain,Celta Vigo,Real Betis,2.16,3.55,4.15,4-2,4-2,h,2,9,10,14,12,2,3,1,2,0,0,0,0,1,0,0,0,0,0,0,1,2,0,2.16,3.55,4.15,19,26,3,0,5,0,1,0,0,1,2,0.52,3.8,0.0,0.12,-0.0,0.12,0,2,0,1,1,1
0AsJH6w0/,2014-01-25,2014,SP1,spain,Real Valladolid,Villarreal,4.6,3.75,2.03,1-0,1-0,h,1,7,3,15,9,7,2,3,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,4.6,3.75,2.03,10,24,3,0,9,0,1,0,1,1,2,2.266,1.111,0.0,0.493,-0.0,0.986,2,2,0,0,0,0
2BJ6PUrJ/,2014-01-25,2014,D1,germany,Nurnberg,TSG Hoffenheim,2.58,3.61,3.0,4-0,4-0,h,4,15,11,15,15,3,3,1,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,2.58,3.61,3.0,26,30,3,0,6,0,1,1,0,1,1,0.86,4.333,0.0,0.0,0.0,0.0,0,0,0,0,0,0
4rlAJS8m/,2014-01-25,2014,SP1,spain,Real Madrid,Granada,1.09,18.0,46.0,2-0,2-0,h,2,20,6,10,13,4,1,4,2,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1.09,18.0,46.0,26,23,6,0,5,0,3,2,0,0,0,0.024,5.2,0.0,0.011,-0.0,0.0,0,-2,0,0,0,0
6qQcRjE6/,2014-01-25,2014,D1,germany,VfL Wolfsburg,Hannover 96,1.68,4.6,6.5,1-3,1-3,a,-2,20,9,12,12,3,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1.68,4.6,6.5,29,24,1,0,5,0,1,1,0,0,2,0.258,5.8,0.298,0.0,0.0,-0.0,0,1,4,1,5,1
8C2vPloQ/,2014-01-25,2014,SP1,spain,Valencia,Espanyol,1.72,4.05,6.1,2-2,2-2,d,0,14,9,11,8,9,4,3,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,1.72,4.05,6.1,23,19,3,0,13,0,1,0,3,2,0,0.282,1.769,0.78,0.22,3.12,0.0,0,0,1,0,1,1
CnAbVgOJ/,2014-01-25,2014,F1,france,Montpellier,Nice,1.93,3.5,5.9,2-1,3-1,h,1,16,4,8,7,6,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.93,3.5,5.9,20,15,1,0,8,0,0,0,1,0,0,0.327,2.5,0.0,0.169,0.0,0.0,1,0,0,0,0,0
MLaYOi1m/,2014-01-25,2014,F1,france,Valenciennes,Lorient,2.6,3.4,3.15,1-1,1-1,d,0,10,15,6,7,4,10,1,0,0,0,0,1,1,2,0,0,0,0,1,2,0,0,2.6,3.4,3.15,25,13,1,0,14,1,3,0,0,3,0,0.825,1.786,0.548,0.452,0.0,-0.452,0,0,0,0,0,0
OzPGsCbm/,2014-01-25,2014,D1,germany,Eintracht Frankfurt,Hertha Berlin,2.55,3.5,3.1,1-0,1-0,h,1,3,6,16,17,1,1,1,3,0,0,0,0,0,0,1,1,0,0,0,1,1,0,2.55,3.5,3.1,9,33,4,0,2,0,0,2,0,1,1,0.823,4.5,0.0,0.323,0.0,0.323,1,-1,0,0,0,0
QgU39C10/,2014-01-25,2014,F1,france,Guingamp,Paris Saint-Germain,10.0,5.2,1.42,0-0,1-1,d,0,8,9,10,11,5,5,1,1,0,0,3,0,1,1,0,0,0,0,0,0,1,2,10.0,5.2,1.42,17,21,2,0,10,3,2,0,0,0,3,7.042,1.7,0.124,0.876,-0.496,-0.876,0,3,1,2,3,1
ShRgSWb0/,2014-01-25,2014,D1,germany,VfB Stuttgart,Mainz,2.28,3.6,3.54,1-1,1-2,d,0,11,7,13,9,3,3,0,2,0,0,0,0,3,0,0,1,0,0,0,1,2,1,2.28,3.6,3.54,18,22,2,0,6,0,3,1,0,1,3,0.644,3.0,0.608,0.392,-1.824,0.392,0,2,2,0,2,1
URzeBYWm/,2014-01-25,2014,F1,france,AC Ajaccio,Sochaux,2.47,3.15,3.7,1-0,1-1,h,1,6,6,18,15,2,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,1,2.47,3.15,3.7,12,33,1,0,3,0,1,2,0,0,2,0.668,4.0,0.0,0.27,-0.0,0.0,0,0,0,4,4,1
UkZZDOxP/,2014-01-25,2014,SP1,spain,Sevilla,Levante,1.4,5.5,10.48,2-3,2-3,a,-1,22,7,11,13,7,3,2,2,0,0,0,0,0,1,1,0,0,0,1,2,0,1,1.4,5.5,10.48,29,24,4,0,10,0,1,1,0,3,1,0.134,2.9,0.714,0.0,0.714,0.0,3,0,0,0,0,0
f56hmYzQ/,2014-01-25,2014,D1,germany,SC Freiburg,Bayer Leverkusen,5.7,4.0,1.77,2-2,3-2,d,0,9,13,13,8,3,7,2,1,0,0,0,1,1,1,0,0,1,0,1,0,0,2,5.7,4.0,1.77,22,21,3,0,10,1,2,0,1,1,2,3.22,2.2,0.237,0.763,0.237,-1.526,0,2,1,1,2,1
fRcJCvH8/,2014-01-25,2014,I1,italy,Lazio,Juventus,5.7,3.7,1.83,1-1,1-1,d,0,9,8,9,12,0,5,1,1,0,1,0,0,1,1,0,2,0,0,2,0,0,2,5.7,3.7,1.83,17,21,2,1,5,0,2,2,0,2,2,3.115,3.4,0.243,0.757,0.243,-0.757,0,0,0,2,2,1
jw92UDwQ/,2014-01-25,2014,F1,france,Nantes,Stade de Reims,2.12,3.21,4.8,0-0,0-0,d,0,11,5,8,9,4,1,0,2,0,0,0,0,1,0,1,0,1,0,1,0,0,1,2.12,3.21,4.8,16,17,2,0,5,0,1,1,1,1,1,0.442,3.2,0.694,0.306,0.694,0.0,0,0,0,1,1,1
x4YtVYEs/,2014-01-25,2014,D1,germany,Borussia Dortmund,FC Augsburg,1.39,5.8,10.5,2-2,2-2,d,0,16,6,12,21,5,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1.39,5.8,10.5,22,33,4,0,6,0,1,0,0,0,3,0.132,3.667,0.883,0.117,0.0,-0.117,0,3,0,0,0,0
xjTY4Sc2/,2014-01-25,2014,I1,italy,Napoli,Chievo Verona,1.35,5.7,12.16,0-1,1-1,a,-1,16,3,9,13,7,2,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1.35,5.7,12.16,19,22,3,0,9,0,0,2,0,0,1,0.111,2.111,0.741,0.0,0.0,0.0,0,-1,4,0,4,1
4xVQ6lTk/,2014-01-26,2014,I1,italy,Sampdoria,Bologna,1.86,3.64,5.5,1-0,1-1,h,1,14,14,11,11,6,5,2,1,0,0,2,0,2,0,1,0,0,1,0,2,0,0,1.86,3.64,5.5,28,22,3,0,11,2,2,1,1,2,0,0.338,2.545,0.0,0.182,-0.0,0.546,3,-1,0,0,0,0
8IZbAhnf/,2014-01-26,2014,F1,france,Bordeaux,St Etienne,2.99,3.15,2.92,2-0,2-0,h,2,6,2,7,13,6,5,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2.99,3.15,2.92,8,20,2,0,11,0,0,0,2,0,2,1.024,0.727,0.0,0.171,0.0,0.342,0,2,0,1,1,1
AsWF6AoJ/,2014-01-26,2014,F1,france,AS Monaco,Marseille,1.9,3.7,5.2,2-0,2-0,h,2,15,8,12,9,3,5,1,2,0,0,0,1,2,2,0,0,0,1,0,0,0,0,1.9,3.7,5.2,23,21,3,0,8,1,4,0,1,0,0,0.365,2.875,0.0,0.096,-0.0,-0.192,0,0,0,0,0,0
GzaFDK12/,2014-01-26,2014,I1,italy,Fiorentina,Genoa,1.42,5.3,10.48,3-3,3-3,d,0,14,8,9,14,6,2,1,3,0,0,0,0,0,2,1,0,1,1,3,1,0,2,1.42,5.3,10.48,22,23,4,0,8,0,2,1,2,4,2,0.135,2.75,0.881,0.119,3.524,0.0,0,1,2,0,2,1
MJrFInOg/,2014-01-26,2014,SP1,spain,Osasuna,Athletic Bilbao,3.7,3.45,2.3,1-3,1-5,a,-2,10,13,20,10,1,6,5,4,1,0,0,0,1,0,1,2,0,0,0,0,2,0,3.7,3.45,2.3,23,30,9,1,7,0,1,3,0,0,2,1.609,3.286,0.135,0.0,-0.135,0.0,0,-1,0,2,2,1
Uc5V9x1R/,2014-01-26,2014,I1,italy,Livorno,Sassuolo,2.65,3.25,3.25,3-1,3-1,h,2,10,9,14,12,4,3,3,6,0,0,0,0,0,0,1,1,0,0,2,0,1,2,2.65,3.25,3.25,19,26,9,0,7,0,0,2,0,2,3,0.815,2.714,0.0,0.154,0.0,0.0,0,1,0,2,2,1
W6ic5d9r/,2014-01-26,2014,I1,italy,Parma,Udinese,2.07,3.4,4.5,1-0,1-0,h,1,9,6,8,9,6,5,3,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2.07,3.4,4.5,15,17,5,0,11,0,0,1,1,0,1,0.46,1.364,0.0,0.222,0.0,0.222,1,0,2,0,2,1
b7SB7jWC/,2014-01-26,2014,F1,france,Lyon,Evian Thonon Gaillard,1.57,4.45,8.4,3-0,3-0,h,3,10,8,10,6,3,2,0,2,0,1,0,1,0,2,0,0,1,0,2,0,0,0,1.57,4.45,8.4,18,16,2,1,5,1,2,0,1,2,0,0.187,3.6,0.0,0.0,0.0,-0.0,0,0,0,0,0,0
baUU58rd/,2014-01-26,2014,I1,italy,Internazionale,Catania,1.36,6.2,12.12,0-0,0-0,d,0,11,3,10,11,13,3,1,2,0,0,0,0,0,0,1,0,1,0,2,0,0,1,1.36,6.2,12.12,14,21,3,0,16,0,0,1,1,2,1,0.112,0.875,0.899,0.101,2.697,0.0,0,0,1,1,2,1
ddNHx8FP/,2014-01-26,2014,SP1,spain,Barcelona,Malaga,1.1,15.0,46.0,3-0,3-0,h,3,19,3,8,15,13,0,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1.1,15.0,46.0,22,23,4,0,13,0,1,0,1,0,1,0.024,1.692,0.0,0.0,0.0,0.0,0,1,2,2,4,1
fXtNGQh6/,2014-01-26,2014,SP1,spain,Almeria,Getafe,2.5,3.4,3.3,1-0,1-0,h,1,6,14,13,8,6,10,1,2,0,0,0,1,0,1,0,0,0,0,0,1,2,0,2.5,3.4,3.3,20,21,3,0,16,1,1,0,0,1,2,0.758,1.25,0.0,0.303,0.0,-0.303,1,2,3,2,5,1
jZQM7UDq/,2014-01-26,2014,I1,italy,Torino,Atalanta,1.85,3.65,5.9,1-0,1-0,h,1,15,10,7,5,9,3,3,5,0,0,1,0,1,2,1,0,0,1,0,1,0,0,1.85,3.65,5.9,25,12,8,0,12,1,3,1,1,1,0,0.314,2.083,0.0,0.169,-0.0,0.0,2,-1,1,0,1,1
jazWE4NI/,2014-01-26,2014,SP1,spain,Rayo Vallecano,Atletico Madrid,10.0,5.7,1.42,2-4,2-4,a,-2,9,14,14,11,7,8,2,1,0,0,0,1,1,3,1,1,0,0,0,1,1,0,10.0,5.7,1.42,23,25,3,0,15,1,4,2,0,1,1,7.042,1.533,0.05,0.0,-0.05,-0.0,0,-1,1,1,2,1
