id_odsp,date,season,league,country,home_team,away_team,odd_h,odd_d,odd_a,score_pre_80,score_ft,game_state_80,goal_diff_80,home_shots_pre80,away_shots_pre80,home_fouls_pre80,away_fouls_pre80,home_corners_pre80,away_corners_pre80,home_yellow_cards_pre80,away_yellow_cards_pre80,home_sending_off_pre80,away_sending_off_pre80,home_corners_70_75,away_corners_70_75,home_shots_70_75,away_shots_70_75,home_fouls_70_75,away_fouls_70_75,home_corners_75_80,away_corners_75_80,home_shots_75_80,away_shots_75_80,home_fouls_75_80,away_fouls_75_80,odd_h,odd_d,odd_a,total_shots_pre_80,total_fouls_pre_80,total_yellow_cards_pre_80,total_sending_off_pre_80,total_corners_pre_80,total_corners_70_75,total_shots_70_75,total_fouls_70_75,total_corners_75_80,total_shots_75_80,total_fouls_75_80,odds_ratio,shot_to_corner_ratio_pre_80,home_urgency_to_attack,away_urgency_to_attack,home_momentum_to_attack,away_momentum_to_attack,attack_intensity,defensive_pressure,home_corner_diff,away_corner_diff,corner_diff,target
WAL7ergK/,2013-12-28,2014,E0,england,Norwich City,Manchester Utd,6.0,4.05,1.72,0-1,0-1,a,-1,14,6,9,8,8,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6.0,4.05,1.72,20,17,5,0,8,1,0,0,0,0,1,3.488,2.5,0.167,0.0,-0.167,0.0,0,1,0,3,3,1
b1w1x3nr/,2013-12-28,2014,E0,england,Aston Villa,Swansea,3.09,3.44,2.75,1-1,1-1,d,0,5,17,11,5,2,8,1,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3.09,3.44,2.75,22,16,3,0,10,0,1,1,0,0,1,1.124,2.2,0.471,0.529,-0.471,0.0,0,0,0,0,0,0
je2vjMGs/,2013-12-28,2014,E0,england,West Ham,West Brom,2.74,3.35,3.0,3-3,3-3,d,0,15,17,8,10,6,4,3,1,0,0,0,0,0,2,2,0,0,0,0,0,1,1,2.74,3.35,3.0,32,18,4,0,10,0,2,2,0,0,2,0.913,3.2,0.523,0.477,0.0,-0.954,0,0,0,0,0,0
xhx5yN1l/,2013-12-28,2014,E0,england,Cardiff,Sunderland,2.55,3.4,3.3,2-0,2-2,h,2,15,12,9,9,7,5,3,2,0,0,1,0,2,0,0,0,0,0,0,1,1,0,2.55,3.4,3.3,27,18,5,0,12,1,2,0,0,1,1,0.773,2.25,0.0,0.152,-0.0,0.152,0,1,0,1,1,1
EZACf28Q/,2013-12-29,2014,E0,england,Tottenham,Stoke City,1.55,4.95,9.5,3-0,3-0,h,3,20,1,4,11,6,1,1,2,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1.55,4.95,9.5,21,15,3,0,7,0,0,1,2,1,0,0.163,3.0,0.0,0.0,0.0,0.0,0,-1,0,0,0,0
WEy9zsHf/,2013-12-29,2014,E0,england,Chelsea,Liverpool,2.43,3.5,3.45,2-1,2-1,h,1,10,7,14,14,4,2,3,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,2.43,3.5,3.45,17,28,4,0,6,1,2,1,0,0,2,0.704,2.833,0.0,0.29,-0.0,-0.58,0,1,0,0,0,0
hKM3dOwE/,2013-12-29,2014,E0,england,Newcastle,Arsenal,3.6,3.55,2.38,0-1,0-1,a,-1,8,11,10,7,2,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0,2,1,3.6,3.55,2.38,19,17,3,0,3,0,0,2,0,0,3,1.513,6.333,0.278,0.0,0.0,0.0,0,1,2,0,2,1
rkuDZ0W0/,2013-12-29,2014,E0,england,Everton,Southampton,1.97,3.6,4.7,2-1,2-1,h,1,6,10,6,10,1,3,2,3,0,0,0,0,1,0,0,0,0,1,1,2,2,0,1.97,3.6,4.7,16,16,5,0,4,0,1,0,1,3,2,0.419,4.0,0.0,0.213,0.0,0.639,4,2,1,0,1,1
0GvFEVJf/,2014-01-01,2014,E0,england,Manchester Utd,Tottenham,1.75,4.3,6.1,1-2,1-2,a,-1,12,7,4,4,9,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1.75,4.3,6.1,19,8,1,0,11,0,1,0,1,1,1,0.287,1.727,0.571,0.0,0.571,0.0,2,1,2,0,2,1
4lo6Gikr/,2014-01-01,2014,E0,england,Fulham,West Ham,2.4,3.5,3.55,2-1,2-1,h,1,28,7,5,5,9,2,2,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,2.4,3.5,3.55,35,10,3,1,11,0,2,0,0,1,0,0.676,3.182,0.0,0.282,-0.0,0.282,1,0,3,2,5,1
ChNxYJKF/,2014-01-01,2014,E0,england,Crystal Palace,Norwich City,2.4,3.32,3.5,1-1,1-1,d,0,13,7,8,6,9,3,2,2,0,0,0,0,0,0,1,0,1,1,0,1,2,0,2.4,3.32,3.5,20,14,4,0,12,0,0,1,2,1,2,0.686,1.667,0.593,0.407,0.593,0.814,0,1,0,1,1,1
IikAFB4l/,2014-01-01,2014,E0,england,Liverpool,Hull,1.35,6.2,13.0,2-0,2-0,h,2,15,8,11,13,3,3,1,1,0,0,0,0,1,0,0,0,0,1,0,4,2,2,1.35,6.2,13.0,23,24,2,0,6,0,1,0,1,4,4,0.104,3.833,0.0,0.038,-0.0,0.19,0,4,0,1,1,1
O80nl0of/,2014-01-01,2014,E0,england,Swansea,Manchester City,6.1,4.2,1.71,1-3,2-3,a,-2,13,14,4,7,8,6,2,3,0,0,1,0,1,1,0,0,0,0,2,0,1,0,6.1,4.2,1.71,27,11,5,0,14,1,2,0,0,2,1,3.567,1.929,0.082,0.0,0.0,-0.0,0,1,0,0,0,0
QNyRBT3D/,2014-01-01,2014,E0,england,Sunderland,Aston Villa,2.15,3.45,4.03,0-1,0-1,a,-1,15,10,5,10,9,1,2,2,0,0,1,0,2,2,0,1,0,0,1,1,1,0,2.15,3.45,4.03,25,15,4,0,10,1,4,1,0,2,1,0.533,2.5,0.465,0.0,-0.93,-0.0,2,0,1,1,2,1
SSF9zDtE/,2014-01-01,2014,E0,england,West Brom,Newcastle,2.45,3.55,3.35,0-0,1-0,d,0,11,8,4,11,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.45,3.55,3.35,19,15,0,1,6,0,0,0,0,1,0,0.731,3.167,0.578,0.422,0.578,0.0,0,0,0,1,1,1
nXxNC9l7/,2014-01-01,2014,E0,england,Stoke City,Everton,5.2,3.8,1.88,1-0,1-1,h,1,10,10,11,8,1,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,3.8,1.88,20,19,4,0,6,0,0,0,0,0,0,2.766,3.333,0.0,0.532,0.0,0.0,0,0,1,0,1,1
pI1rktWm/,2014-01-01,2014,E0,england,Arsenal,Cardiff,1.28,7.2,17.0,0-0,2-0,d,0,19,6,5,9,9,2,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1.28,7.2,17.0,25,14,3,0,11,0,1,1,0,0,1,0.075,2.273,0.93,0.07,-0.93,0.0,0,0,2,0,2,1
v7wJDkZ0/,2014-01-01,2014,E0,england,Southampton,Chelsea,4.15,3.6,2.1,0-2,0-3,a,-2,11,10,11,6,6,8,3,1,0,0,0,2,0,1,0,1,0,0,0,1,0,0,4.15,3.6,2.1,21,17,4,0,14,2,1,1,0,1,0,1.976,1.5,0.12,0.0,0.0,-0.0,0,-1,0,0,0,0
80Yra1R3/,2014-01-04,2014,SP1,spain,Malaga,Atletico Madrid,7.4,4.6,1.57,0-1,0-1,a,-1,11,9,15,8,3,7,2,4,0,0,0,0,0,2,0,0,0,0,4,0,0,1,7.4,4.6,1.57,20,23,6,0,10,0,2,0,0,4,1,4.713,2.0,0.135,0.0,0.54,-0.0,4,1,2,1,3,1
Qyqv0sCc/,2014-01-04,2014,SP1,spain,Valencia,Levante,1.47,5.1,8.5,2-0,2-0,h,2,15,6,15,21,6,4,2,1,0,0,0,0,2,1,0,1,0,0,0,0,1,1,1.47,5.1,8.5,21,36,3,0,10,0,3,1,0,0,2,0.173,2.1,0.0,0.059,-0.0,-0.059,0,1,1,0,1,1
YPQUkclj/,2014-01-04,2014,SP1,spain,Real Valladolid,Real Betis,2.75,3.44,2.89,0-0,0-0,d,0,9,5,6,5,10,6,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2.75,3.44,2.89,14,11,1,0,16,0,0,0,1,1,1,0.952,0.875,0.512,0.488,1.024,0.0,0,1,0,0,0,0
v3RQjwZq/,2014-01-04,2014,SP1,spain,Almeria,Granada,2.76,3.35,2.96,3-0,3-0,h,3,16,4,18,8,8,6,3,3,0,0,2,0,3,0,0,1,0,1,1,1,0,0,2.76,3.35,2.96,20,26,6,0,14,2,3,1,1,2,0,0.932,1.429,0.0,0.0,-0.0,0.0,0,-1,0,2,2,1
2szaeJQS/,2014-01-05,2014,SP1,spain,Real Sociedad,Athletic Bilbao,2.27,3.6,3.7,1-0,2-0,h,1,6,11,8,14,5,3,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.27,3.6,3.7,17,22,3,0,8,0,0,1,0,1,0,0.614,2.125,0.0,0.27,0.0,0.27,1,-1,0,1,1,1
CGPYlH3d/,2014-01-05,2014,SP1,spain,Osasuna,Espanyol,2.47,3.3,3.48,1-0,1-0,h,1,10,12,6,10,1,9,2,4,0,0,0,3,1,0,0,1,0,0,0,0,0,0,2.47,3.3,3.48,22,16,6,0,10,3,1,1,0,0,0,0.71,2.2,0.0,0.287,-0.0,-0.861,0,-1,0,1,1,1
ERM3xnIs/,2014-01-05,2014,I1,italy,Juventus,AS Roma,1.74,3.95,5.8,3-0,3-0,h,3,11,7,13,14,5,3,2,1,0,2,0,0,1,0,1,1,0,0,1,0,0,0,1.74,3.95,5.8,18,27,3,2,8,0,1,2,0,1,0,0.3,2.25,0.0,0.0,0.0,0.0,0,-2,0,0,0,0
QsSNCYUS/,2014-01-05,2014,I1,italy,Fiorentina,Livorno,1.35,5.7,12.0,1-0,1-0,h,1,16,6,8,11,4,2,3,4,0,0,0,0,1,1,0,1,0,0,0,2,0,0,1.35,5.7,12.0,22,19,7,0,6,0,2,1,0,2,0,0.112,3.667,0.0,0.083,-0.0,0.083,2,-1,1,1,2,1
niXnbLtA/,2014-01-05,2014,SP1,spain,Barcelona,Elche,1.09,18.0,46.14,4-0,4-0,h,4,12,2,11,9,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.09,18.0,46.14,14,20,3,0,3,0,0,1,0,0,0,0.024,4.667,0.0,0.0,0.0,0.0,0,-1,0,0,0,0
rmnZM6If/,2014-01-05,2014,I1,italy,Chievo Verona,Cagliari,2.6,3.2,3.38,0-0,0-0,d,0,1,5,17,13,1,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.6,3.2,3.38,6,30,4,0,1,0,0,1,0,0,1,0.769,6.0,0.565,0.435,0.0,0.0,0,0,0,1,1,1
tSojcudG/,2014-01-05,2014,SP1,spain,Sevilla,Getafe,1.59,4.45,6.7,3-0,3-0,h,3,17,8,8,10,8,2,2,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1.59,4.45,6.7,25,18,3,0,10,0,1,1,0,2,0,0.237,2.5,0.0,0.0,0.0,0.0,0,-1,1,0,1,1
23Jk8hwp/,2014-01-06,2014,I1,italy,Parma,Torino,2.32,3.44,3.9,3-1,3-1,h,2,14,8,15,4,8,3,1,2,0,0,0,0,1,1,1,0,0,0,1,0,0,0,2.32,3.44,3.9,22,19,3,0,11,0,2,1,0,1,0,0.595,2.0,0.0,0.128,0.0,-0.128,0,-1,1,1,2,1
KIpfdaBM/,2014-01-06,2014,SP1,spain,Rayo Vallecano,Villarreal,3.8,3.55,2.29,1-5,2-5,a,-4,17,12,12,13,7,4,3,2,0,0,0,0,0,0,1,1,0,0,1,0,1,2,3.8,3.55,2.29,29,25,5,0,11,0,0,2,0,1,3,1.659,2.636,0.0,0.0,0.0,0.0,0,1,3,1,4,1
MiQBzQnf/,2014-01-06,2014,I1,italy,Lazio,Internazionale,2.68,3.4,3.05,0-0,1-0,d,0,5,9,9,14,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2.68,3.4,3.05,14,23,4,0,6,0,0,0,0,0,3,0.879,2.333,0.532,0.468,0.0,0.0,0,3,2,2,4,1
UNCSWsnJ/,2014-01-06,2014,I1,italy,Napoli,Sampdoria,1.42,5.3,9.6,2-0,2-0,h,2,16,14,10,8,5,1,3,3,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1.42,5.3,9.6,30,18,6,0,6,0,0,1,0,2,0,0.148,5.0,0.0,0.052,0.0,0.052,0,-1,2,0,2,1
bwyjlqHg/,2014-01-06,2014,I1,italy,Udinese,Hellas Verona,1.83,3.9,5.82,1-3,1-3,a,-2,16,7,8,11,3,4,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1.83,3.9,5.82,23,19,1,0,7,0,2,0,0,1,0,0.314,3.286,0.273,0.0,-0.273,0.0,0,0,1,0,1,1
fstXs8fK/,2014-01-06,2014,I1,italy,Genoa,Sassuolo,2.36,3.4,3.6,2-0,2-0,h,2,11,7,13,17,7,3,3,4,0,0,0,0,0,2,1,0,0,0,1,1,0,1,2.36,3.4,3.6,18,30,7,0,10,0,2,1,0,2,1,0.656,1.8,0.0,0.139,0.0,-0.139,0,0,2,1,3,1
lY8HD0tc/,2014-01-06,2014,SP1,spain,Real Madrid,Celta Vigo,1.09,17.0,42.82,1-0,3-0,h,1,13,12,10,7,11,6,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1.09,17.0,42.82,25,17,2,0,17,0,1,0,1,0,1,0.025,1.471,0.0,0.023,0.0,-0.023,1,1,1,3,4,1
r7EKY3H6/,2014-01-06,2014,I1,italy,AC Milan,Atalanta,1.51,4.6,9.2,3-0,3-0,h,3,14,11,15,12,3,7,1,1,0,0,0,0,1,0,1,0,0,0,2,0,0,1,1.51,4.6,9.2,25,27,2,0,10,0,1,1,0,2,1,0.164,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0
zNrROSmr/,2014-01-06,2014,I1,italy,Catania,Bologna,2.15,3.4,4.65,2-0,2-0,h,2,16,6,17,16,3,4,4,4,0,0,0,0,0,0,2,0,0,1,0,0,2,1,2.15,3.4,4.65,22,33,8,0,7,0,0,2,1,0,3,0.462,3.143,0.0,0.108,0.0,0.108,0,1,0,0,0,0
69Hxtjyn/,2014-01-08,2014,F1,france,St Etienne,Evian Thonon Gaillard,1.57,4.4,7.7,1-0,1-0,h,1,13,8,4,11,4,5,0,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1.57,4.4,7.7,21,15,2,0,9,1,3,0,0,0,0,0.204,2.333,0.0,0.13,-0.0,-0.26,0,0,1,1,2,1
GrsYIPYd/,2014-01-10,2014,F1,france,Montpellier,AS Monaco,5.0,3.55,1.92,1-1,1-1,d,0,7,8,9,12,3,3,1,3,0,0,0,0,0,0,0,1,0,0,0,1,1,1,5.0,3.55,1.92,15,21,4,0,6,0,0,1,0,1,2,2.604,2.5,0.277,0.723,0.0,0.723,0,1,1,0,1,1
QJk83GIk/,2014-01-10,2014,SP1,spain,Granada,Real Valladolid,2.05,3.45,4.5,4-0,4-0,h,4,13,6,9,10,6,4,0,3,0,0,0,1,1,0,1,0,1,0,2,0,0,1,2.05,3.45,4.5,19,19,3,0,10,1,1,1,1,2,1,0.456,1.9,0.0,0.0,0.0,-0.0,0,0,2,1,3,1
0WrpGNIF/,2014-01-11,2014,F1,france,Valenciennes,Bastia,2.2,3.53,3.95,3-1,3-2,h,2,6,15,5,6,3,4,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,2.2,3.53,3.95,21,11,0,0,7,1,2,1,0,0,1,0.557,3.0,0.0,0.127,0.0,-0.381,0,0,1,0,1,1
6Dasd2Rq/,2014-01-11,2014,F1,france,Guingamp,St Etienne,3.4,3.25,2.5,0-0,0-0,d,0,12,8,10,17,4,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3.4,3.25,2.5,20,27,1,0,8,0,0,2,0,0,1,1.36,2.5,0.424,0.576,0.0,0.0,0,-1,0,0,0,0
8064PnYC/,2014-01-11,2014,E0,england,Tottenham,Crystal Palace,1.44,5.1,9.4,2-0,2-0,h,2,10,8,8,11,5,7,1,2,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1.44,5.1,9.4,18,19,3,0,12,1,1,1,1,0,2,0.153,1.5,0.0,0.053,0.0,-0.053,0,1,0,4,4,1
8xK624lG/,2014-01-11,2014,F1,france,AC Ajaccio,Paris Saint-Germain,19.0,7.8,1.22,1-2,1-2,a,-1,4,18,13,6,0,6,2,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,19.0,7.8,1.22,22,19,4,0,6,0,2,2,0,0,0,15.574,3.667,0.053,0.0,0.0,-0.0,0,-2,1,0,1,1
Ew3kftdd/,2014-01-11,2014,F1,france,Lyon,Sochaux,1.46,4.9,9.3,2-0,2-0,h,2,15,9,15,16,1,7,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1.46,4.9,9.3,24,31,2,0,8,0,0,2,1,0,0,0.157,3.0,0.0,0.054,0.0,0.054,0,-2,0,0,0,0
Mo7PBvB9/,2014-01-11,2014,SP1,spain,Atletico Madrid,Barcelona,3.22,3.55,2.56,0-0,0-0,d,0,6,7,12,5,6,5,2,2,0,0,0,0,0,0,2,1,1,0,3,0,0,1,3.22,3.55,2.56,13,17,4,0,11,0,0,3,1,3,1,1.258,1.182,0.443,0.557,1.772,0.0,0,-2,0,1,1,1
MuOA1O3M/,2014-01-11,2014,F1,france,Bordeaux,Toulouse,2.14,3.37,4.5,0-1,0-1,a,-1,9,11,15,7,4,1,2,1,1,1,0,0,0,0,2,0,1,0,1,0,0,0,2.14,3.37,4.5,20,22,3,2,5,0,0,2,1,1,0,0.476,4.0,0.467,0.0,0.934,0.0,2,-2,1,0,1,1
MuptH339/,2014-01-11,2014,F1,france,Stade Rennes,Nice,2.18,3.3,4.35,0-0,0-0,d,0,18,5,8,5,4,1,2,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,2.18,3.3,4.35,23,13,2,0,5,0,1,1,0,2,0,0.501,4.6,0.666,0.334,0.666,0.0,0,-1,1,0,1,1
SjbdR830/,2014-01-11,2014,E0,england,Southampton,West Brom,1.9,3.9,5.1,1-0,1-0,h,1,16,2,9,14,4,1,1,2,0,0,1,0,0,0,0,2,0,0,0,0,2,0,1.9,3.9,5.1,18,23,3,0,5,1,0,2,0,0,2,0.373,3.6,0.0,0.196,-0.0,0.0,0,0,0,3,3,1
ULVnnvG6/,2014-01-11,2014,E0,england,Manchester Utd,Swansea,1.59,4.45,8.1,2-0,2-0,h,2,15,11,7,9,3,5,0,2,0,0,1,0,1,1,0,0,0,2,1,1,0,0,1.59,4.45,8.1,26,16,2,0,8,1,2,0,2,2,0,0.196,3.25,0.0,0.062,-0.0,0.124,0,0,0,0,0,0
YLATAbQF/,2014-01-11,2014,SP1,spain,Elche,Sevilla,4.35,3.74,2.07,0-0,1-1,d,0,8,7,6,15,8,4,2,2,0,0,1,1,0,3,0,1,0,0,1,0,0,0,4.35,3.74,2.07,15,21,4,0,12,2,3,1,0,1,0,2.101,1.25,0.322,0.678,0.0,-2.712,0,-1,0,1,1,1
dQIg7Chj/,2014-01-11,2014,I1,italy,Bologna,Lazio,3.7,3.44,2.34,0-0,0-0,d,0,9,2,8,8,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3.7,3.44,2.34,11,16,3,0,4,0,0,0,0,2,1,1.581,2.75,0.387,0.613,0.774,0.0,0,1,0,0,0,0
fw0lTUYm/,2014-01-11,2014,E0,england,Hull,Chelsea,6.6,4.0,1.68,0-1,0-2,a,-1,9,13,8,5,1,7,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,6.6,4.0,1.68,22,13,2,0,8,1,1,1,0,0,1,3.929,2.75,0.152,0.0,0.0,-0.0,0,0,0,0,0,0
jVWrmK00/,2014-01-11,2014,E0,england,Cardiff,West Ham,2.1,3.67,4.1,0-1,0-2,a,-1,14,9,5,14,7,6,1,3,0,1,0,0,1,0,0,2,0,0,1,0,0,0,2.1,3.67,4.1,23,19,4,1,13,0,1,2,0,1,0,0.512,1.769,0.476,0.0,0.0,0.0,1,-2,1,1,2,1
nTj44d3q/,2014-01-11,2014,SP1,spain,Athletic Bilbao,Almeria,1.37,5.7,10.0,5-1,6-1,h,4,14,7,8,9,7,6,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1.37,5.7,10.0,21,17,2,0,13,1,2,0,0,1,0,0.137,1.615,0.0,0.0,-0.0,0.0,0,0,1,0,1,1
x25qUAJs/,2014-01-11,2014,E0,england,Fulham,Sunderland,2.24,3.4,3.95,1-3,1-4,a,-2,13,9,14,12,6,5,3,3,0,0,0,0,1,0,2,0,2,0,1,0,0,0,2.24,3.4,3.95,22,26,6,0,11,0,1,2,2,1,0,0.567,2.0,0.223,0.0,0.446,0.0,0,-2,4,1,5,1
zHHc6W7d/,2014-01-11,2014,I1,italy,Livorno,Parma,3.7,3.36,2.49,0-1,0-3,a,-1,19,4,10,21,6,5,1,1,0,0,0,0,3,0,0,2,2,0,2,0,2,1,3.7,3.36,2.49,23,31,2,0,11,0,3,2,2,2,3,1.486,2.091,0.27,0.0,0.27,0.0,4,1,0,1,1,1
zgJHYjBQ/,2014-01-11,2014,E0,england,Everton,Norwich City,1.38,5.6,11.0,2-0,2-0,h,2,22,10,4,13,10,4,1,1,0,0,0,0,0,1,1,1,0,0,0,2,0,0,1.38,5.6,11.0,32,17,2,0,14,0,1,2,0,2,0,0.125,2.286,0.0,0.045,0.0,0.045,0,-2,0,1,1,1
zkXbQwQ2/,2014-01-11,2014,SP1,spain,Celta Vigo,Valencia,3.34,3.6,2.48,2-1,2-1,h,1,15,9,5,13,3,2,0,2,0,0,1,0,2,0,0,0,0,0,2,0,0,2,3.34,3.6,2.48,24,18,2,0,5,1,2,0,0,2,2,1.347,4.8,0.0,0.403,-0.0,0.0,2,2,1,0,1,1
44DF0rJS/,2014-01-12,2014,F1,france,Evian Thonon Gaillard,Marseille,3.7,3.35,2.36,1-2,1-2,a,-1,10,9,8,11,7,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,3.7,3.35,2.36,19,19,0,0,8,0,1,0,0,2,2,1.568,2.375,0.27,0.0,0.54,-0.0,2,2,2,1,3,1
8ruD2zYe/,2014-01-12,2014,SP1,spain,Real Betis,Osasuna,3.38,3.78,4.95,1-2,1-2,a,-1,19,7,16,7,8,3,5,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,3.38,3.78,4.95,26,23,6,2,11,0,0,0,0,3,0,0.683,2.364,0.296,0.0,0.888,0.0,3,0,0,0,0,0
CY0tVFpc/,2014-01-12,2014,I1,italy,Sassuolo,AC Milan,6.6,4.2,1.67,4-2,4-3,h,2,12,9,22,14,3,2,5,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,6.6,4.2,1.67,21,36,7,0,5,0,2,2,0,0,0,3.952,4.2,0.0,0.299,-0.0,-0.299,0,-2,0,1,1,1
Gp0Y9IuM/,2014-01-12,2014,SP1,spain,Getafe,Rayo Vallecano,2.45,3.5,3.6,0-1,0-1,a,-1,11,14,14,12,9,7,4,1,0,0,1,0,1,0,0,0,0,2,2,5,0,1,2.45,3.5,3.6,25,26,5,0,16,1,1,0,2,7,1,0.681,1.562,0.408,0.0,0.0,0.0,9,1,3,0,3,1
IHUCaXLM/,2014-01-12,2014,I1,italy,Torino,Fiorentina,3.3,3.31,2.62,0-0,0-0,d,0,6,13,6,6,6,5,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,3.3,3.31,2.62,19,12,1,0,11,0,0,1,1,0,2,1.26,1.727,0.443,0.557,0.443,0.0,0,1,0,0,0,0
MoqH1fm2/,2014-01-12,2014,SP1,spain,Espanyol,Real Madrid,10.5,5.7,1.37,0-1,0-1,a,-1,10,19,14,9,1,7,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,10.5,5.7,1.37,29,23,2,0,8,0,0,1,0,1,1,7.664,3.625,0.095,0.0,0.095,0.0,1,0,0,1,1,1
QmyVlG74/,2014-01-12,2014,I1,italy,Hellas Verona,Napoli,4.1,3.65,2.06,0-3,0-3,a,-3,10,15,13,13,4,3,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,1,4.1,3.65,2.06,25,26,0,0,7,1,2,0,0,2,1,1.99,3.571,0.0,0.0,0.0,-0.0,0,1,0,0,0,0
QyHaQSI6/,2014-01-12,2014,E0,england,Stoke City,Liverpool,7.6,4.7,1.55,2-4,3-5,a,-2,9,11,7,6,9,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.6,4.7,1.55,20,13,2,0,11,1,1,0,0,0,0,4.903,1.818,0.066,0.0,-0.066,-0.0,0,0,1,0,1,1
SIpxIql3/,2014-01-12,2014,F1,france,Nantes,Lorient,2.34,3.3,3.73,0-0,1-0,d,0,7,8,9,6,6,6,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,2.34,3.3,3.73,15,15,0,0,12,2,2,0,0,1,1,0.627,1.25,0.614,0.386,-0.614,-0.772,0,1,2,2,4,1
SO7LCKe3/,2014-01-12,2014,SP1,spain,Levante,Malaga,2.9,3.35,2.81,1-0,1-0,h,1,8,18,17,12,4,6,3,5,0,0,0,2,0,3,2,0,0,0,0,0,1,0,2.9,3.35,2.81,26,29,8,0,10,2,3,2,0,0,1,1.032,2.6,0.0,0.356,0.0,-1.78,0,-1,0,1,1,1
ULsMjxwh/,2014-01-12,2014,I1,italy,Cagliari,Juventus,9.9,4.65,1.5,1-4,1-4,a,-3,8,15,8,11,4,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.9,4.65,1.5,23,19,3,0,8,0,1,0,0,0,0,6.6,2.875,0.0,0.0,0.0,-0.0,0,0,0,0,0,0
WjZcnNo6/,2014-01-12,2014,I1,italy,Atalanta,Catania,2.05,3.55,4.35,1-0,2-1,h,1,15,9,10,10,7,10,2,3,0,0,0,0,0,0,0,2,0,0,2,1,1,1,2.05,3.55,4.35,24,20,5,0,17,0,0,2,0,3,2,0.471,1.412,0.0,0.23,0.0,0.23,3,0,1,0,1,1
YTbhSllf/,2014-01-12,2014,E0,england,Newcastle,Manchester City,6.7,4.6,1.63,0-1,0-2,a,-1,10,8,16,11,4,4,4,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,6.7,4.6,1.63,18,27,6,0,8,0,2,2,0,0,0,4.11,2.25,0.149,0.0,-0.149,-0.0,0,-2,1,2,3,1
x2Zi4e7i/,2014-01-12,2014,I1,italy,AS Roma,Genoa,1.3,6.4,16.0,4-0,4-0,h,4,20,0,12,3,4,1,0,3,0,1,0,0,1,0,1,0,0,0,2,0,0,0,1.3,6.4,16.0,20,15,3,1,5,0,1,1,0,2,0,0.081,4.0,0.0,0.0,0.0,0.0,0,-1,0,0,0,0
zm4oeMtj/,2014-01-12,2014,F1,france,Lille,Stade de Reims,1.52,4.35,9.1,0-2,1-2,a,-2,16,7,5,13,4,2,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,2,1.52,4.35,9.1,23,18,0,0,6,0,2,0,1,1,2,0.167,3.833,0.329,0.0,0.0,0.0,0,2,1,0,1,1
b1ZxmfxH/,2014-01-13,2014,I1,italy,Internazionale,Chievo Verona,1.45,4.9,11.0,1-1,1-1,d,0,10,8,6,9,6,2,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1.45,4.9,11.0,18,15,2,0,8,1,2,1,0,1,1,0.132,2.25,0.884,0.116,-1.768,0.0,0,0,0,1,1,1
